"","BMS1117.89","BMS1117.91","BMS1117.99","BMS1117.93","TGLA53.136","TGLA53.140","TGLA53.138","TGLA53.134","TGLA53.132","TGLA53.142","BMC4214.187","BMC4214.181","BMC4214.185","BMC4214.191","BMC4214.179","BMC4214.175","BM1225.241","BM1225.253","BM1225.269","BM1225.271","BM1225.247","BM1225.249","BM1225.245","BM1225.239","BM1225.235","BM1225.257","BM1225.273","BM1225.267","BM1225.255","BM1225.265","BM47.103","BM47.105","BM47.107","BM47.102","BM47.104","BM47.101","BMS1315.135","BMS1315.141","BMS1315.145","BMS1315.147","BMS1315.137","BMS1315.143","IL4.101","IL4.89","IL4.93","IL4.97","IL4.103","IL4.91","IL4.85","IL4.83","IL4.105","IL4.99","BM2113.143","BM2113.129","BM2113.127","BM2113.141","BM2113.149","BM2113.133","BM2113.131","BM2113.128","BM2113.121","BM2113.145","BMS1716.189","BMS1716.191","BMS1716.195","BMS1716.193","BMS1716.197","BM1706.238","BM1706.232","BM1706.254","BM1706.252","BM1706.250","BM1706.248","BM1706.240","BM1706.236","BMS1675.87","BMS1675.91","BMS1675.85","BMS1675.89","BMS1675.83","BMS1857.160","BMS1857.147","BMS1857.162","BMS1857.143","BMS1857.158","BMS1857.170","BMS1857.154","BMS1857.161","BMS1857.153","BMS1857.149","BMS1857.164","BMS1857.150","BMS1857.159","BMS1857.165","BMS1857.134","BMS1001.115","BMS1001.108","BMS1001.113","BMS1001.109","BMS1001.110","BMS601.172","BMS601.180","BMS601.174","BMS601.178","BMS601.176","BMS601.182","BMS601.170","BM720.229","BM720.231","BM720.225","BM720.227","BM720.233","BM720.255","BM720.221","BM720.223","BM720.213","BM720.203","ILSTS102.143","ILSTS102.145","ILSTS102.147","ILSTS102.157","ILSTS102.133","BMS1074.154","BMS1074.156","BMS1074.160","BMS1074.158","BMS1074.152","BMS1172.88","BMS1172.90","BMS1172.102","BMS1172.100","BMS1172.104","BMS2258.127","BMS2258.140","BMS2258.138","BMS2258.142","BMS2258.148","BMS2258.150","BMS2258.146","BM757.194","BM757.200","BM757.188","BM757.190","BM757.202","BM757.192","BM757.198","BM757.196","SPS115.246","SPS115.250","SPS115.252","SPS115.244","SPS115.254","SPS115.248","BMS527.167","BMS527.175","BMS527.177","BMS527.173","BMS527.165","BMS527.159","BMS527.161","BMS527.163","BMS527.169","BMS527.171","BM2830.150","BM2830.158","BM2830.146","BM2830.166","BM2830.152","BM2830.162","BM2830.142","BM2830.154","BM2830.164","BM2830.156","BM2830.148","INRA194.154","INRA194.156","INRA194.144","INRA194.158","INRA194.160","INRA194.152","INRA194.146","BMS941.83","BMS941.77","BMS941.85","BMS941.81","INRA037.124","INRA037.126","INRA037.132","INRA037.122","INRA037.120","INRA037.136","BM4107.179","BM4107.181","BM4107.165","BM4107.183","BM4107.175","BM4107.157","BM4107.185","TGLA122.142","TGLA122.148","TGLA122.150","TGLA122.138","HUJ246.260","HUJ246.262","HUJ246.256","HUJ246.264","HUJ246.258","HUJ246.266","BMS528.140","BMS528.146","BMS528.150","BMS528.148","BMS528.152","BMS528.142","BMS528.151","BM4440.127","BM4440.131","BM4440.125","BM4440.129","BM4440.123","BM4440.121","TGLA44.153","TGLA44.157","TGLA44.159","TGLA44.155","TGLA44.151","TGLA44.163","BMS510.92","BMS510.95","BMS510.91","BMS510.94","BMS510.90","BMS1355.146","BMS1355.150","BMS1355.148","BMS1355.154","BMS1355.152","BM1824.180","BM1824.184","BM1824.192","BM1824.198","BM1824.196","BM1824.194","BM1824.190","BMS812.108","BMS812.110","BMS812.90","BMS812.106","BMS812.96","BMS812.112","BMS812.94","BMS2639.168","BMS2639.176","BMS2639.166","BMS2639.172","BMS2639.170","BMS2639.178","BMS2639.174","BMS2639.186","BMS2639.158","BMS410.83","BMS410.89","BMS410.95","BMS410.85","BMS410.81","BMS410.91","AGLA232.161","AGLA232.165","AGLA232.168","AGLA232.173","AGLA232.169","AGLA232.159","AGLA232.167","AGLA232.155","AGLA232.175","AGLA232.177","BM17132.85","BM17132.89","BM17132.87","BM17132.91","BM17132.81","BM17132.93","BM17132.95","BM17132.83","BM4028.116","BM4028.118","BM4028.114","BM4028.108","BM4028.112","BM4028.120","BM711.167","BM711.161","BM711.165","BM711.155","BM711.177","INRA133.236","INRA133.240","INRA133.228","INRA133.238","INRA133.224","INRA133.242","INRA133.232","INRA133.246","RM372.130","RM372.134","RM372.114","RM372.118","RM372.128","RM372.122","RM372.132","RM372.136","RM372.120","RM372.119","BM4311.96","BM4311.92","BM4311.102","BM4311.98","BM4311.104","BM4311.100","BM4311.106","BM4311.94","BMS1747.101","BMS1747.103","BMS1747.97","BMS1747.99","BMS1747.95","BMS1747.91","BMS1747.105","BL1036.191","BL1036.181","BL1036.177","BL1036.189","BL1036.179","BL1036.183","BL1036.187","BL1036.193","BM1862.205","BM1862.215","BM1862.211","BM1862.207","BM1862.201","BM1862.202","BMS1862.142","BMS1862.164","BMS1862.144","BMS1862.166","BMS1862.162","BMS1862.158","BMS1862.168","BMS1862.156","BMS1862.160","BMS1862.170","URB011.149","URB011.151","URB011.153","URB011.145","URB011.147","URB011.143","URB011.152"
"EINPP",0.277777777777778,0.694444444444444,0,0.0277777777777778,0.458333333333333,0.125,0.222222222222222,0.180555555555556,0,0.0138888888888889,0.347222222222222,0.0694444444444444,0.263888888888889,0.0138888888888889,0.0555555555555556,0.25,0.541666666666667,0.166666666666667,0.0277777777777778,0.111111111111111,0.0138888888888889,0.0694444444444444,0.0694444444444444,0,0,0,0,0,0,0,0.736111111111111,0.166666666666667,0.0277777777777778,0,0.0694444444444444,0,0.652777777777778,0.125,0,0.125,0.0972222222222222,0,0.138888888888889,0.291666666666667,0.125,0.263888888888889,0,0.0555555555555556,0,0,0.0972222222222222,0.0277777777777778,0.291666666666667,0.305555555555556,0.0972222222222222,0,0.305555555555556,0,0,0,0,0,0.333333333333333,0.347222222222222,0.319444444444444,0,0,0.757142857142857,0.114285714285714,0.0857142857142857,0.0142857142857143,0.0285714285714286,0,0,0,0.486111111111111,0.180555555555556,0.180555555555556,0.152777777777778,0,0.457142857142857,0,0,0.171428571428571,0.0857142857142857,0.0285714285714286,0,0.257142857142857,0,0,0,0,0,0,0,0.375,0.291666666666667,0.333333333333333,0,0,0.3,0.385714285714286,0.157142857142857,0.114285714285714,0.0285714285714286,0.0142857142857143,0,0.470588235294118,0.367647058823529,0.0588235294117647,0,0.102941176470588,0,0,0,0,0,0.642857142857143,0.185714285714286,0.171428571428571,0,0,0.402777777777778,0.152777777777778,0.125,0.319444444444444,0,0.472222222222222,0.319444444444444,0.0416666666666667,0.166666666666667,0,0.375,0.305555555555556,0,0.0277777777777778,0.0694444444444444,0.222222222222222,0,0.557142857142857,0.314285714285714,0,0.0428571428571429,0.0428571428571429,0,0.0428571428571429,0,0.222222222222222,0.444444444444444,0.0555555555555556,0.0416666666666667,0.236111111111111,0,0.0694444444444444,0.513888888888889,0.0277777777777778,0.208333333333333,0.0694444444444444,0,0,0.111111111111111,0,0,0.111111111111111,0.444444444444444,0,0,0.0833333333333333,0.138888888888889,0.0277777777777778,0,0.0694444444444444,0.125,0,0.180555555555556,0.430555555555556,0.236111111111111,0.138888888888889,0.0138888888888889,0,0,0.597222222222222,0,0.0277777777777778,0.375,0.486111111111111,0.0138888888888889,0,0.472222222222222,0.0277777777777778,0,0.291666666666667,0.277777777777778,0.111111111111111,0.208333333333333,0,0,0.111111111111111,0.527777777777778,0.277777777777778,0.166666666666667,0.0277777777777778,0.222222222222222,0.694444444444444,0.0833333333333333,0,0,0,0.402777777777778,0.319444444444444,0.236111111111111,0.0416666666666667,0,0,0,0.555555555555556,0.125,0.125,0.0833333333333333,0.111111111111111,0,0.319444444444444,0.0555555555555556,0.194444444444444,0.416666666666667,0.0138888888888889,0,0.5,0.236111111111111,0.222222222222222,0.0277777777777778,0.0138888888888889,0.652777777777778,0.236111111111111,0.0416666666666667,0.0694444444444444,0,0.361111111111111,0.180555555555556,0.166666666666667,0.263888888888889,0.0277777777777778,0,0,0.611111111111111,0.111111111111111,0,0.236111111111111,0,0.0416666666666667,0,0.333333333333333,0.0972222222222222,0,0.166666666666667,0.347222222222222,0,0.0416666666666667,0.0138888888888889,0,0.319444444444444,0.611111111111111,0.0277777777777778,0.0138888888888889,0,0.0277777777777778,0.722222222222222,0.111111111111111,0,0.166666666666667,0,0,0,0,0,0,0.214285714285714,0.228571428571429,0.457142857142857,0.1,0,0,0,0,0.409090909090909,0.227272727272727,0.227272727272727,0.136363636363636,0,0,0.4,0.442857142857143,0.157142857142857,0,0,0.271428571428571,0.528571428571429,0.128571428571429,0.0571428571428571,0.0142857142857143,0,0,0,0.75,0.180555555555556,0,0.0694444444444444,0,0,0,0,0,0,0.180555555555556,0.305555555555556,0,0.277777777777778,0.236111111111111,0,0,0,0.347222222222222,0.111111111111111,0.0138888888888889,0.180555555555556,0.347222222222222,0,0,0.652777777777778,0.125,0.0972222222222222,0,0.111111111111111,0,0,0.0138888888888889,0.319444444444444,0.180555555555556,0.375,0.0694444444444444,0.0416666666666667,0.0138888888888889,0.138888888888889,0.194444444444444,0.0138888888888889,0.0277777777777778,0.166666666666667,0.111111111111111,0.222222222222222,0.0833333333333333,0,0.0416666666666667,0.777777777777778,0.0925925925925926,0.037037037037037,0.037037037037037,0,0.0555555555555556,0
"NAH",0.5,0.4375,0,0.0625,0.8125,0,0,0.1875,0,0,0.5,0.0625,0.125,0,0.3125,0,0.125,0.5625,0.1875,0,0.125,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0.125,0,0.4375,0.4375,0,0.0625,0.0625,0,0,0.125,0.3125,0.0625,0.4375,0.0625,0,0,0,0,0.375,0.5625,0,0,0.0625,0,0,0,0,0,0.3125,0.4375,0.25,0,0,0.3125,0.3125,0,0.375,0,0,0,0,0.75,0,0,0.25,0,0.5,0.125,0.1875,0,0.125,0,0,0.0625,0,0,0,0,0,0,0,0.8125,0.125,0.0625,0,0,0.5,0.125,0.25,0.0625,0.0625,0,0,0.6875,0.0625,0,0.1875,0.0625,0,0,0,0,0,0.6875,0.125,0.125,0.0625,0,0.0625,0.3125,0.1875,0.4375,0,0.0625,0.75,0.125,0.0625,0,0.625,0,0,0.1875,0,0.0625,0.125,0.625,0.0625,0.25,0.0625,0,0,0,0,0,0.25,0.6875,0,0.0625,0,0.0625,0.0625,0.4375,0.3125,0.125,0,0,0,0,0,0,0,0.375,0.0625,0.5625,0,0,0,0,0,0,0.75,0.0625,0.0625,0,0.125,0,0,0.25,0.5625,0.0625,0.125,0.4375,0.0625,0.25,0.25,0,0,0.125,0,0.4375,0.1875,0.1875,0,0.0625,0.5625,0,0,0.4375,0.4375,0.5625,0,0,0,0,0.125,0.3125,0.375,0.0625,0.125,0,0,0,0.0625,0.625,0.1875,0.125,0,0,0.375,0.3125,0.3125,0,0,0.142857142857143,0.357142857142857,0.5,0,0,0.3125,0.6875,0,0,0,0.625,0.1875,0,0.125,0,0.0625,0,0,0.1875,0.125,0.375,0,0.3125,0,0,0.0625,0.125,0.4375,0.3125,0,0,0.0625,0,0.0625,0.875,0.0625,0,0,0,0.6875,0.0625,0,0.25,0,0,0,0,0,0,0.125,0.5,0.1875,0.0625,0.125,0,0,0,1,0,0,0,0,0,0.8125,0.1875,0,0,0,0.1875,0,0.5,0.3125,0,0,0,0,0.75,0,0,0,0,0,0.25,0,0,0,0,0.25,0.5625,0.1875,0,0,0,0,0.4375,0,0,0.3125,0.25,0,0,0.125,0.8125,0.0625,0,0,0,0,0,0.3125,0.125,0.5,0,0.0625,0,0.25,0,0.333333333333333,0.25,0,0.166666666666667,0,0,0,0,0.285714285714286,0.571428571428571,0.0714285714285714,0,0.0714285714285714,0,0
"WAB",0,0.722222222222222,0.166666666666667,0.111111111111111,0.166666666666667,0,0.833333333333333,0,0,0,0.833333333333333,0.166666666666667,0,0,0,0,0.166666666666667,0.611111111111111,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.611111111111111,0,0.388888888888889,0,0,0,0,0,0.875,0.125,0,0,0,0,0,0,0.722222222222222,0.166666666666667,0.0555555555555556,0,0,0,0.0555555555555556,0,0,0,0.277777777777778,0.333333333333333,0.388888888888889,0,0,0.333333333333333,0.222222222222222,0.444444444444444,0,0,0,0,0,1,0,0,0,0,0.611111111111111,0,0.0555555555555556,0.222222222222222,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0.0555555555555556,0.333333333333333,0.611111111111111,0,0,0.642857142857143,0.214285714285714,0.142857142857143,0,0,0,0,0.0555555555555556,0.277777777777778,0.222222222222222,0.277777777777778,0.166666666666667,0,0,0,0,0,0.722222222222222,0.277777777777778,0,0,0,0.222222222222222,0.555555555555556,0,0.222222222222222,0,0,0.555555555555556,0,0.444444444444444,0,0.611111111111111,0.277777777777778,0.111111111111111,0,0,0,0,1,0,0,0,0,0,0,0,0.166666666666667,0.388888888888889,0.333333333333333,0,0.111111111111111,0,0.111111111111111,0.5,0.277777777777778,0.111111111111111,0,0,0,0,0,0,0.111111111111111,0,0.0555555555555556,0.111111111111111,0.5,0,0,0,0,0,0.222222222222222,0.333333333333333,0,0.666666666666667,0,0,0,0,0.722222222222222,0,0,0.277777777777778,0.388888888888889,0,0.166666666666667,0.111111111111111,0.333333333333333,0,0.388888888888889,0,0.333333333333333,0.277777777777778,0,0,0,0.277777777777778,0.722222222222222,0,0,0.111111111111111,0.888888888888889,0,0,0,0,0.888888888888889,0,0.111111111111111,0,0,0,0,0.666666666666667,0,0.111111111111111,0.166666666666667,0,0.0555555555555556,0.111111111111111,0.111111111111111,0,0.5,0.277777777777778,0,0.111111111111111,0.277777777777778,0.611111111111111,0,0,0.611111111111111,0.388888888888889,0,0,0,0.722222222222222,0.277777777777778,0,0,0,0,0,0.111111111111111,0.222222222222222,0.444444444444444,0.222222222222222,0,0,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0.555555555555556,0,0.111111111111111,0.444444444444444,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0,0,0,0,0.166666666666667,0,0.611111111111111,0.222222222222222,0,0,0,0,0.75,0.25,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0.388888888888889,0,0.555555555555556,0.0555555555555556,0,0,0,0,0,0.222222222222222,0.555555555555556,0.222222222222222,0,0,0,0,0,0,0.111111111111111,0.0555555555555556,0.611111111111111,0.222222222222222,0,0,0,0,0,0.222222222222222,0.166666666666667,0.444444444444444,0.166666666666667,0,0,0.277777777777778,0.5,0,0,0.222222222222222,0,0,0,0.222222222222222,0,0.333333333333333,0,0.444444444444444,0,0,0,0,0.111111111111111,0.111111111111111,0,0.222222222222222,0.555555555555556,0,0,0.333333333333333,0.0833333333333333,0,0.583333333333333,0,0,0
"WENT",0.5,0.5,0,0,0.375,0.375,0,0.125,0.125,0,0.375,0,0.25,0,0.375,0,0,0.625,0,0,0.375,0,0,0,0,0,0,0,0,0,0.875,0.125,0,0,0,0,0.375,0.25,0.375,0,0,0,0,0,0,0.25,0.625,0,0,0.125,0,0,0,0.625,0.125,0.25,0,0,0,0,0,0,0.375,0.625,0,0,0,0.625,0.375,0,0,0,0,0,0,0.625,0,0,0.375,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0.375,0,0.625,0,0,0.625,0,0.25,0,0,0,0.125,0.625,0,0.125,0.125,0.125,0,0,0,0,0,1,0,0,0,0,0.125,0.25,0.125,0.5,0,0,0.5,0.5,0,0,0.375,0.375,0,0.25,0,0,0,0.625,0.125,0.25,0,0,0,0,0,0.25,0,0.625,0,0,0.125,0.25,0,0.5,0,0.25,0,0,0,0,0,0.25,0.25,0.125,0.125,0.25,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0.625,0,0.125,0.25,0.375,0,0.5,0.125,0,0,0,0,0,0.75,0.25,0,0,0.625,0.375,0,0,0.625,0.25,0.125,0,0,0,0.125,0,0.625,0.125,0.125,0,0,0,0,0.625,0.375,0,0,0.125,0.125,0,0.75,0,0,0,0.25,0.625,0.125,0,0.25,0.625,0,0.125,0,0.75,0.125,0,0.125,0,0,0,0.25,0.375,0,0.25,0,0.125,0,0.125,0,0,0.5,0.25,0,0.125,0,0,0.25,0.75,0,0,0,0,0.125,0,0,0.125,0.75,0,0,0,0,0,0.125,0.5,0,0.375,0,0,0,0,0,0,0,0,0,0,0.75,0.125,0.125,0,0,0,0,0.5,0.5,0,0,0,0,0.625,0.125,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0.5,0,0,0,0.25,0,0,0.25,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0.875,0,0,0,0,0.125,0,0,0,0,0.5,0,0.5,0,0,0,0
"NORD",0.588235294117647,0.411764705882353,0,0,0.235294117647059,0.205882352941176,0.411764705882353,0.147058823529412,0,0,0.529411764705882,0.235294117647059,0,0,0.235294117647059,0,0,0.823529411764706,0,0.0294117647058824,0,0.147058823529412,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.176470588235294,0.676470588235294,0.117647058823529,0.0294117647058824,0,0,0,0.176470588235294,0.470588235294118,0.0294117647058824,0.323529411764706,0,0,0,0,0,0.147058823529412,0.705882352941177,0,0,0.147058823529412,0,0,0,0,0,0.176470588235294,0.676470588235294,0.147058823529412,0,0,0.235294117647059,0.5,0.0294117647058824,0.235294117647059,0,0,0,0,0.617647058823529,0.0588235294117647,0,0.323529411764706,0,0.0588235294117647,0.294117647058824,0.382352941176471,0,0.264705882352941,0,0,0,0,0,0,0,0,0,0,0.470588235294118,0.323529411764706,0.205882352941176,0,0,0.117647058823529,0,0.794117647058823,0,0.0882352941176471,0,0,0.588235294117647,0.176470588235294,0,0.205882352941176,0.0294117647058824,0,0,0,0,0,1,0,0,0,0,0.0882352941176471,0.264705882352941,0.235294117647059,0.411764705882353,0,0.117647058823529,0.676470588235294,0.205882352941176,0,0,0.205882352941176,0.117647058823529,0,0.470588235294118,0.117647058823529,0,0.0882352941176471,0.470588235294118,0,0.323529411764706,0.205882352941176,0,0,0,0,0,0.117647058823529,0.823529411764706,0.0588235294117647,0,0,0.5,0,0.205882352941176,0.294117647058824,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.764705882352941,0,0.147058823529412,0.0294117647058824,0.0294117647058824,0.0294117647058824,0,0.352941176470588,0.235294117647059,0.0294117647058824,0.382352941176471,0.147058823529412,0,0.852941176470588,0,0,0,0.0294117647058824,0,0.294117647058824,0.294117647058824,0.382352941176471,0,0,0.529411764705882,0.264705882352941,0,0.205882352941176,0.323529411764706,0.676470588235294,0,0,0,0,0.470588235294118,0.0294117647058824,0.382352941176471,0.117647058823529,0,0,0,0,0,0.5,0.40625,0.09375,0,0.117647058823529,0.147058823529412,0.235294117647059,0.5,0,0,0.264705882352941,0,0.647058823529412,0.0882352941176471,0,0.0588235294117647,0.882352941176471,0.0588235294117647,0,0,0.470588235294118,0.205882352941176,0,0,0.323529411764706,0,0,0.0294117647058824,0.235294117647059,0.0882352941176471,0.382352941176471,0,0.264705882352941,0,0,0.176470588235294,0.176470588235294,0.352941176470588,0.264705882352941,0.0294117647058824,0,0,0,0.147058823529412,0.441176470588235,0.117647058823529,0.294117647058824,0,0,0.294117647058824,0.205882352941176,0,0.176470588235294,0.323529411764706,0,0,0,0,0,0,0.764705882352941,0.117647058823529,0.117647058823529,0,0,0,0,0.705882352941177,0.205882352941176,0.0588235294117647,0,0.0294117647058824,0,0.941176470588235,0.0588235294117647,0,0,0,0.147058823529412,0,0.647058823529412,0.205882352941176,0,0,0,0,0.588235294117647,0,0.117647058823529,0,0.264705882352941,0,0.0294117647058824,0,0,0,0.352941176470588,0,0.264705882352941,0.117647058823529,0.264705882352941,0,0,0,0.205882352941176,0.323529411764706,0,0.0294117647058824,0.441176470588235,0,0,0.0294117647058824,0.941176470588235,0.0294117647058824,0,0,0,0,0,0.794117647058823,0,0.0588235294117647,0.117647058823529,0.0294117647058824,0,0.176470588235294,0,0.205882352941176,0.441176470588235,0,0.0294117647058824,0.147058823529412,0,0,0,0.264705882352941,0.294117647058824,0.264705882352941,0.147058823529412,0.0294117647058824,0,0
"RL",0.637931034482759,0.310344827586207,0,0.0517241379310345,0.46551724137931,0,0.155172413793103,0.379310344827586,0,0,0.258620689655172,0.0689655172413793,0.482758620689655,0.189655172413793,0,0,0.155172413793103,0.448275862068966,0.103448275862069,0,0.293103448275862,0,0,0,0,0,0,0,0,0,0.982758620689655,0,0,0,0,0.0172413793103448,0.293103448275862,0.137931034482759,0.241379310344828,0.327586206896552,0,0,0,0,0.0689655172413793,0.258620689655172,0.517241379310345,0.155172413793103,0,0,0,0,0.137931034482759,0.637931034482759,0,0.206896551724138,0.0172413793103448,0,0,0,0,0,0.396551724137931,0.551724137931034,0.0517241379310345,0,0,0.344827586206897,0.275862068965517,0.258620689655172,0.0344827586206897,0,0.0862068965517241,0,0,0.517241379310345,0.0862068965517241,0,0.396551724137931,0,0.724137931034483,0,0.241379310344828,0,0.0172413793103448,0,0,0.0172413793103448,0,0,0,0,0,0,0,0.275862068965517,0.206896551724138,0.517241379310345,0,0,0.293103448275862,0,0.293103448275862,0.0517241379310345,0.362068965517241,0,0,0.413793103448276,0.362068965517241,0.206896551724138,0.0172413793103448,0,0,0,0,0,0,0.810344827586207,0,0.155172413793103,0,0.0344827586206897,0.189655172413793,0.5,0.120689655172414,0.189655172413793,0,0,0.793103448275862,0.206896551724138,0,0,0.0517241379310345,0.172413793103448,0,0,0.224137931034483,0.327586206896552,0.224137931034483,0.46551724137931,0,0.172413793103448,0.206896551724138,0.155172413793103,0,0,0,0.0517241379310345,0.137931034482759,0.724137931034483,0,0.0862068965517241,0,0.120689655172414,0.258620689655172,0.172413793103448,0.206896551724138,0.0172413793103448,0,0,0.224137931034483,0,0,0,0.103448275862069,0.137931034482759,0,0.362068965517241,0.0689655172413793,0,0,0,0.327586206896552,0,0.206896551724138,0.0344827586206897,0.655172413793103,0,0.103448275862069,0,0,0.948275862068966,0.0517241379310345,0,0,0.551724137931034,0,0.448275862068966,0,0,0,0,0.0689655172413793,0.0517241379310345,0.431034482758621,0.448275862068966,0,0,0.741379310344828,0.0689655172413793,0.189655172413793,0,0.379310344827586,0.551724137931034,0.0689655172413793,0,0,0,0.0517241379310345,0.344827586206897,0.293103448275862,0.310344827586207,0,0,0,0.0862068965517241,0,0.0172413793103448,0.793103448275862,0.103448275862069,0,0,0.0172413793103448,0,0.724137931034483,0.258620689655172,0,0.431034482758621,0.431034482758621,0.137931034482759,0,0,0.310344827586207,0.637931034482759,0.0517241379310345,0,0,0.672413793103448,0.0689655172413793,0.189655172413793,0.0689655172413793,0,0,0,0.103448275862069,0.0689655172413793,0,0.724137931034483,0.0517241379310345,0.0517241379310345,0,0,0.0172413793103448,0,0.603448275862069,0.310344827586207,0,0.0689655172413793,0,0,0.258620689655172,0.5,0,0.241379310344828,0,0,0.379310344827586,0.103448275862069,0,0.517241379310345,0,0,0,0,0,0,0.46551724137931,0.0862068965517241,0.137931034482759,0.189655172413793,0.120689655172414,0,0,0,1,0,0,0,0,0,0.862068965517241,0.137931034482759,0,0,0,0.396551724137931,0.258620689655172,0.241379310344828,0.103448275862069,0,0,0,0,0.775862068965517,0,0,0.137931034482759,0.0344827586206897,0,0.0517241379310345,0,0,0,0,0,0.482758620689655,0.103448275862069,0.413793103448276,0,0,0,0.189655172413793,0.344827586206897,0,0,0.46551724137931,0,0,0.0862068965517241,0.879310344827586,0,0.0344827586206897,0,0,0,0,0.396551724137931,0.120689655172414,0.275862068965517,0.206896551724138,0,0,0.293103448275862,0,0.137931034482759,0.379310344827586,0,0.0862068965517241,0.103448275862069,0,0,0,0.344827586206897,0,0.0172413793103448,0.637931034482759,0,0,0
"HZ",0.714285714285714,0.166666666666667,0,0.119047619047619,0.452380952380952,0.142857142857143,0.404761904761905,0,0,0,0.595238095238095,0.0714285714285714,0,0.119047619047619,0.214285714285714,0,0,0.619047619047619,0.142857142857143,0,0,0.238095238095238,0,0,0,0,0,0,0,0,0.976190476190476,0,0,0,0.0238095238095238,0,0.119047619047619,0.523809523809524,0.333333333333333,0.0238095238095238,0,0,0,0.0476190476190476,0.452380952380952,0.19047619047619,0.214285714285714,0,0.0952380952380952,0,0,0,0.119047619047619,0.619047619047619,0,0.142857142857143,0.119047619047619,0,0,0,0,0,0.30952380952381,0.357142857142857,0.30952380952381,0.0238095238095238,0,0.595238095238095,0.404761904761905,0,0,0,0,0,0,0.69047619047619,0.166666666666667,0,0.142857142857143,0,0.0714285714285714,0.0238095238095238,0.19047619047619,0,0.666666666666667,0,0,0.0476190476190476,0,0,0,0,0,0,0,0.380952380952381,0.0952380952380952,0.523809523809524,0,0,0.714285714285714,0.0238095238095238,0.119047619047619,0.0476190476190476,0.0952380952380952,0,0,0.357142857142857,0.0952380952380952,0,0.333333333333333,0.214285714285714,0,0,0,0,0,0.952380952380952,0.0476190476190476,0,0,0,0.0238095238095238,0.30952380952381,0.142857142857143,0.523809523809524,0,0,0.785714285714286,0.214285714285714,0,0,0.30952380952381,0.0476190476190476,0.0476190476190476,0.404761904761905,0,0,0.19047619047619,0.523809523809524,0,0.0714285714285714,0.404761904761905,0,0,0,0,0,0.0952380952380952,0.666666666666667,0,0.166666666666667,0.0714285714285714,0.357142857142857,0,0.261904761904762,0.380952380952381,0,0,0,0,0,0,0,0.119047619047619,0.214285714285714,0.0476190476190476,0.595238095238095,0,0,0.0238095238095238,0,0,0,0.476190476190476,0,0.166666666666667,0,0.261904761904762,0.0952380952380952,0,0.5,0.0714285714285714,0,0.428571428571429,0.547619047619048,0.0476190476190476,0.380952380952381,0.0238095238095238,0,0,0.0714285714285714,0,0.285714285714286,0.547619047619048,0.0952380952380952,0,0,0.714285714285714,0.0476190476190476,0.0238095238095238,0.214285714285714,0.380952380952381,0.619047619047619,0,0,0,0,0,0.142857142857143,0.80952380952381,0.0476190476190476,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0.166666666666667,0.119047619047619,0.142857142857143,0.571428571428571,0,0,0.166666666666667,0.0714285714285714,0.69047619047619,0.0714285714285714,0,0,0.80952380952381,0.19047619047619,0,0,0.666666666666667,0.166666666666667,0,0,0.166666666666667,0,0,0,0.357142857142857,0.0238095238095238,0.0476190476190476,0,0.571428571428571,0,0,0.0476190476190476,0.285714285714286,0.619047619047619,0.0476190476190476,0,0,0,0,0,0.833333333333333,0.0238095238095238,0.142857142857143,0,0,0.595238095238095,0.142857142857143,0,0.0476190476190476,0.214285714285714,0,0,0,0,0,0.0238095238095238,0.476190476190476,0.261904761904762,0.0952380952380952,0.142857142857143,0,0,0,0.736842105263158,0.236842105263158,0.0263157894736842,0,0,0,0.833333333333333,0.166666666666667,0,0,0,0.0952380952380952,0,0.523809523809524,0.214285714285714,0.166666666666667,0,0,0,0.69047619047619,0,0.0714285714285714,0,0.0952380952380952,0,0.142857142857143,0,0,0,0.125,0.075,0.45,0.15,0.2,0,0,0,0.30952380952381,0.19047619047619,0,0,0.5,0,0,0.142857142857143,0.738095238095238,0.119047619047619,0,0,0,0,0,0.19047619047619,0.0952380952380952,0.452380952380952,0.214285714285714,0.0476190476190476,0,0.0714285714285714,0,0.261904761904762,0.261904761904762,0,0.238095238095238,0.166666666666667,0,0,0,0.119047619047619,0.119047619047619,0.404761904761905,0.357142857142857,0,0,0
