"","BMS1117.91","BMS1117.99","BMS1117.89","BMS1117.93","TGLA53.138","TGLA53.136","TGLA53.132","TGLA53.134","TGLA53.140","TGLA53.142","BMC4214.187","BMC4214.181","BMC4214.175","BMC4214.179","BMC4214.191","BMC4214.185","BM1225.269","BM1225.253","BM1225.239","BM1225.247","BM1225.241","BM1225.249","BM1225.271","BM1225.245","BM1225.235","BM1225.257","BM1225.273","BM1225.267","BM1225.255","BM1225.265","BM47.103","BM47.105","BM47.107","BM47.102","BM47.104","BM47.101","BM47.99","BMS1315.135","BMS1315.145","BMS1315.141","BMS1315.147","BMS1315.137","BMS1315.143","IL4.97","IL4.103","IL4.93","IL4.105","IL4.91","IL4.101","IL4.89","IL4.85","IL4.83","IL4.99","BM2113.129","BM2113.143","BM2113.127","BM2113.131","BM2113.128","BM2113.141","BM2113.149","BM2113.133","BM2113.121","BM2113.145","BMS1716.189","BMS1716.191","BMS1716.195","BMS1716.193","BMS1716.197","BM1706.232","BM1706.254","BM1706.238","BM1706.252","BM1706.250","BM1706.248","BM1706.240","BM1706.236","BMS1675.87","BMS1675.91","BMS1675.89","BMS1675.85","BMS1675.83","BMS1857.160","BMS1857.162","BMS1857.143","BMS1857.147","BMS1857.158","BMS1857.170","BMS1857.154","BMS1857.161","BMS1857.153","BMS1857.149","BMS1857.164","BMS1857.150","BMS1857.159","BMS1857.165","BMS1857.134","BMS1001.108","BMS1001.113","BMS1001.115","BMS1001.109","BMS1001.110","BMS601.172","BMS601.174","BMS601.180","BMS601.178","BMS601.176","BMS601.182","BMS601.170","BM720.225","BM720.231","BM720.227","BM720.229","BM720.233","BM720.221","BM720.255","BM720.223","BM720.213","BM720.203","ILSTS102.143","ILSTS102.145","ILSTS102.133","ILSTS102.147","ILSTS102.157","BMS1074.156","BMS1074.158","BMS1074.154","BMS1074.160","BMS1074.152","BMS1172.90","BMS1172.100","BMS1172.102","BMS1172.88","BMS1172.104","BMS2258.128","BMS2258.140","BMS2258.127","BMS2258.138","BMS2258.142","BMS2258.146","BMS2258.148","BMS2258.150","BM757.194","BM757.188","BM757.200","BM757.202","BM757.190","BM757.192","BM757.198","BM757.196","SPS115.246","SPS115.250","SPS115.252","SPS115.254","SPS115.248","SPS115.244","BMS527.173","BMS527.177","BMS527.165","BMS527.175","BMS527.167","BMS527.163","BMS527.159","BMS527.161","BMS527.169","BMS527.171","BM2830.146","BM2830.152","BM2830.162","BM2830.148","BM2830.164","BM2830.166","BM2830.150","BM2830.158","BM2830.142","BM2830.154","BM2830.156","INRA194.144","INRA194.154","INRA194.156","INRA194.160","INRA194.158","INRA194.152","INRA194.146","BMS941.83","BMS941.81","BMS941.77","BMS941.85","INRA037.132","INRA037.124","INRA037.120","INRA037.136","INRA037.126","INRA037.122","BM4107.165","BM4107.183","BM4107.179","BM4107.175","BM4107.181","BM4107.157","BM4107.185","TGLA122.142","TGLA122.148","TGLA122.150","TGLA122.138","HUJ246.260","HUJ246.262","HUJ246.264","HUJ246.256","HUJ246.258","HUJ246.266","BMS528.140","BMS528.146","BMS528.150","BMS528.148","BMS528.152","BMS528.142","BMS528.151","BM4440.127","BM4440.129","BM4440.125","BM4440.131","BM4440.123","BM4440.121","TGLA44.155","TGLA44.153","TGLA44.157","TGLA44.151","TGLA44.159","TGLA44.163","BMS510.91","BMS510.95","BMS510.94","BMS510.92","BMS510.90","BMS1355.150","BMS1355.146","BMS1355.154","BMS1355.148","BMS1355.152","BM1824.180","BM1824.192","BM1824.184","BM1824.198","BM1824.196","BM1824.194","BM1824.190","BMS812.90","BMS812.106","BMS812.108","BMS812.110","BMS812.112","BMS812.96","BMS812.94","BMS2639.168","BMS2639.172","BMS2639.170","BMS2639.174","BMS2639.176","BMS2639.166","BMS2639.178","BMS2639.186","BMS2639.158","BMS410.85","BMS410.83","BMS410.89","BMS410.91","BMS410.95","BMS410.81","AGLA232.168","AGLA232.173","AGLA232.161","AGLA232.165","AGLA232.169","AGLA232.159","AGLA232.167","AGLA232.155","AGLA232.175","AGLA232.177","BM17132.87","BM17132.85","BM17132.89","BM17132.91","BM17132.81","BM17132.93","BM17132.95","BM17132.83","BM4028.116","BM4028.118","BM4028.114","BM4028.108","BM4028.112","BM4028.120","BM711.167","BM711.161","BM711.165","BM711.155","BM711.177","INRA133.228","INRA133.238","INRA133.236","INRA133.242","INRA133.240","INRA133.224","INRA133.232","INRA133.246","RM372.114","RM372.118","RM372.128","RM372.134","RM372.130","RM372.132","RM372.122","RM372.136","RM372.120","RM372.119","BM4311.98","BM4311.102","BM4311.104","BM4311.96","BM4311.106","BM4311.92","BM4311.100","BM4311.94","BMS1747.97","BMS1747.99","BMS1747.95","BMS1747.103","BMS1747.101","BMS1747.91","BMS1747.105","BL1036.181","BL1036.179","BL1036.191","BL1036.177","BL1036.189","BL1036.183","BL1036.187","BL1036.193","BL1036.150","BL1036.146","BL1036.148","BL1036.154","BM1862.205","BM1862.201","BM1862.207","BM1862.211","BM1862.215","BM1862.202","BM1862.181","BM1862.191","BM1862.177","BMS1862.162","BMS1862.164","BMS1862.158","BMS1862.166","BMS1862.156","BMS1862.168","BMS1862.142","BMS1862.144","BMS1862.160","BMS1862.170","BMS1862.211","BMS1862.215","BMS1862.205","BMS1862.201","BMS1862.207","URB011.149","URB011.153","URB011.145","URB011.151","URB011.147","URB011.143","URB011.142","URB011.166","URB011.158","URB011.168","URB011.162","URB011.152"
"WAB",0.55,0.35,0.05,0.05,0.95,0.05,0,0,0,0,0.85,0.15,0,0,0,0,0.35,0.4,0.1,0,0.05,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.85,0.15,0,0,0,0,0.2,0,0.35,0.15,0.3,0,0,0,0,0,0.35,0.35,0.05,0.2,0.05,0,0,0,0,0,0.45,0.4,0.15,0,0,0.2,0.5,0.3,0,0,0,0,0,0.8,0,0.2,0,0,0.55,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.45,0.1,0,0,0.9,0.05,0.05,0,0,0,0,0.05,0.4,0.35,0.05,0.15,0,0,0,0,0,0.7,0.3,0,0,0,0.45,0.45,0.1,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0.7,0,0.2,0.1,0,0,0,0,0.05,0.8,0.1,0,0.05,0,0.2,0.6,0,0.15,0.05,0,0,0,0,0,0.15,0.25,0,0.4,0,0.15,0.05,0,0,0,0,0.75,0.25,0,0,0,0,0,0.6,0.4,0,0,0.2,0.35,0.45,0,0,0,0.4,0.2,0.4,0,0,0,0,0.5,0.5,0,0,0.15,0.85,0,0,0,0,0.85,0,0.15,0,0,0,0,0.65,0.3,0.05,0,0,0,0.65,0.05,0.25,0.05,0,0,0.75,0.1,0,0.1,0.05,0.6,0.35,0.05,0,0,0.8,0,0.2,0,0,0,0,0.3,0.3,0.15,0.25,0,0,0,0.45,0,0.55,0,0,0,0,0,0,0.35,0,0.25,0.4,0,0,0.45,0.4,0.05,0.05,0.05,0,0,0,0,0,0.8,0.15,0,0.05,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0.5,0.15,0.15,0.15,0.05,0,0,0,0.55,0.1,0,0.3,0.05,0,0,0,0,0,0.3,0.3,0.05,0.15,0,0.2,0,0,0.35,0.35,0.05,0.25,0,0,0,0.55,0.35,0.1,0,0,0,0,0,0,0,0,0,0.3,0.5,0.05,0.15,0,0,0,0,0,0.4,0.05,0.15,0.15,0.15,0.1,0,0,0,0,0,0,0,0,0,0.45,0,0.4,0.15,0,0,0,0,0,0,0,0
"WENT",0.2,0,0.4,0.4,0.1,0.4,0.1,0.1,0.3,0,0.8,0,0.1,0.1,0,0,0.4,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0.1,0.4,0.5,0,0,0,0.4,0.5,0.1,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,0,0,0,0,0.4,0.5,0.1,0,0,0.3,0,0.4,0.2,0.1,0,0,0,0.6,0.1,0.3,0,0,0.4,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,0,0,0.4,0.4,0,0,0.1,0.1,0,0.1,0,0.3,0.5,0,0.1,0,0,0,0,1,0,0,0,0,0.2,0.7,0,0.1,0,0.5,0,0.5,0,0,0,0.2,0.3,0.3,0.1,0.1,0,0,0.7,0.3,0,0,0,0,0,0,0.1,0,0.7,0.2,0,0,0.1,0.2,0.1,0.2,0.4,0,0,0,0,0,0.1,0.3,0.1,0,0.1,0.2,0,0.2,0,0,0,0.2,0.4,0.1,0.3,0,0,0,0.5,0.5,0,0,0.4,0.3,0,0.1,0,0.2,0.2,0.7,0,0.1,0,0,0,0.6,0.3,0.1,0,0.5,0.4,0.1,0,0,0,0,0.2,0.8,0,0,0,0,0,0.4,0.4,0.1,0.1,0,0.6,0.3,0.1,0,0,0,0.4,0.5,0.1,0,0,0.7,0.3,0,0,0,0.5,0.5,0,0,0,0,0,0,0.7,0.1,0.1,0.1,0,0,0.1,0.6,0.2,0.1,0,0,0,0,0,0.1,0.4,0.4,0,0.1,0,0,0.5,0.4,0.1,0,0,0,0,0,0,0.1,0.1,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0.3,0.2,0.3,0.1,0.1,0,0,0,0.1,0.3,0.5,0,0.1,0,0,0,0,0,0.7,0.1,0.2,0,0,0.9,0,0.1,0,0,0,0,0,0,0,0,0,0.4,0.1,0.4,0.1,0,0,0,0,0,0,0,0.2,0.3,0,0.1,0.4,0,0,0,0,0,0,0,0,0.7,0.2,0.1,0,0,0,0,0,0,0,0,0
"RL",0.325,0,0.625,0.05,0.1,0.575,0,0.325,0,0,0.475,0.05,0.025,0,0.225,0.225,0.075,0.425,0,0.375,0.125,0,0,0,0,0,0,0,0,0,0.9,0,0,0.1,0,0,0,0.475,0.2,0.125,0.175,0.025,0,0.3,0.325,0.2,0,0.125,0,0,0,0.05,0,0.6,0.25,0.025,0,0,0.075,0.05,0,0,0,0.5,0.475,0.025,0,0,0.3,0.325,0.2,0.15,0,0.025,0,0,0.6,0.1,0.275,0,0.025,0.675,0.275,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0.475,0.475,0,0,0.2,0.575,0,0,0.225,0,0,0.175,0.425,0,0.4,0,0,0,0,0,0,0.825,0,0.125,0.05,0,0.375,0.475,0.075,0.075,0,0.625,0,0.375,0,0,0,0.05,0.175,0,0.025,0.1,0.225,0.425,0.625,0.125,0,0.15,0.1,0,0,0,0.3,0.05,0.575,0.075,0,0,0.125,0.15,0,0.075,0.225,0.4,0,0.025,0,0,0.225,0.375,0.075,0,0,0,0.05,0.075,0,0,0.2,0.475,0.3,0,0.225,0,0,0,0.95,0.025,0.025,0,0.6,0.375,0,0,0,0.025,0.05,0.675,0,0.275,0,0,0,0.75,0.075,0.175,0,0.275,0.55,0,0.175,0,0,0.15,0.45,0.25,0.15,0,0,0,0,0.6,0.3,0,0.1,0,0.6,0,0.05,0.35,0,0,0.1,0.475,0,0.425,0,0.6,0.4,0,0,0,0.75,0.125,0.05,0.075,0,0,0,0,0.65,0.1,0.05,0.125,0.075,0,0,0.4,0.6,0,0,0,0,0,0,0.225,0.025,0.75,0,0,0,0,0.5,0.425,0.05,0.025,0,0,0,0,0,0.225,0.25,0.075,0.275,0.175,0,0,0,0.666666666666667,0,0.166666666666667,0.166666666666667,0,0,0.9,0.1,0,0,0,0.175,0.025,0.65,0,0.15,0,0,0,0,0.25,0.025,0,0.4,0.325,0,0,0,0,0.1,0.575,0.3,0,0,0,0.025,0,0.025,0,0.425,0.375,0.175,0,0,0.95,0,0.025,0,0.025,0,0,0,0,0,0,0,0.3,0,0.45,0.15,0.1,0,0,0,0,0,0,0.275,0.25,0,0.125,0.3,0.025,0.025,0,0,0,0,0,0,0.2,0.125,0.65,0.025,0,0,0,0,0,0,0,0
"EINPP",0.612903225806452,0,0.362903225806452,0.0241935483870968,0.209677419354839,0.564516129032258,0,0.120967741935484,0.0645161290322581,0.0403225806451613,0.419354838709677,0.0806451612903226,0.209677419354839,0.104838709677419,0.0241935483870968,0.161290322580645,0.0241935483870968,0.120967741935484,0,0.0403225806451613,0.459677419354839,0.0806451612903226,0.169354838709677,0.104838709677419,0,0,0,0,0,0,0.75,0.185483870967742,0.0241935483870968,0,0.0403225806451613,0,0,0.693548387096774,0,0.0887096774193548,0.137096774193548,0.0806451612903226,0,0.145161290322581,0,0.258064516129032,0.129032258064516,0.0887096774193548,0.104838709677419,0.258064516129032,0,0,0.0161290322580645,0.298387096774194,0.362903225806452,0.032258064516129,0,0,0,0.306451612903226,0,0,0,0.282258064516129,0.354838709677419,0.362903225806452,0,0,0.112903225806452,0.0241935483870968,0.661290322580645,0.0564516129032258,0.145161290322581,0,0,0,0.548387096774194,0.298387096774194,0.0725806451612903,0.0806451612903226,0,0.516129032258065,0,0.0725806451612903,0,0.0645161290322581,0.0806451612903226,0.0161290322580645,0.25,0,0,0,0,0,0,0,0.274193548387097,0.282258064516129,0.443548387096774,0,0,0.548387096774194,0.112903225806452,0.153225806451613,0.137096774193548,0.0483870967741935,0,0,0.0483870967741935,0.443548387096774,0,0.42741935483871,0.0806451612903226,0,0,0,0,0,0.774193548387097,0.129032258064516,0,0.0967741935483871,0,0.209677419354839,0.338709677419355,0.346774193548387,0.104838709677419,0,0.403225806451613,0.17741935483871,0.0725806451612903,0.346774193548387,0,0,0.25,0.411290322580645,0,0.0161290322580645,0,0.112903225806452,0.209677419354839,0.612903225806452,0,0.241935483870968,0.0887096774193548,0.0483870967741935,0,0.00806451612903226,0,0.17741935483871,0.42741935483871,0.0564516129032258,0.282258064516129,0,0.0564516129032258,0.217741935483871,0.0645161290322581,0.129032258064516,0.330645161290323,0.104838709677419,0.137096774193548,0.0161290322580645,0,0,0,0,0.0645161290322581,0.169354838709677,0.00806451612903226,0.0483870967741935,0,0.169354838709677,0.403225806451613,0.0645161290322581,0,0.0725806451612903,0.241935483870968,0.233870967741935,0.354838709677419,0.0725806451612903,0.0967741935483871,0,0,0.629032258064516,0.314516129032258,0,0.0564516129032258,0,0.556451612903226,0.0241935483870968,0,0.0161290322580645,0.403225806451613,0.0806451612903226,0.298387096774194,0.32258064516129,0,0.169354838709677,0,0.129032258064516,0.411290322580645,0.282258064516129,0.185483870967742,0.120967741935484,0.225806451612903,0.653225806451613,0,0.120967741935484,0,0,0.403225806451613,0.370967741935484,0.17741935483871,0.0483870967741935,0,0,0,0.395161290322581,0.193548387096774,0.17741935483871,0.169354838709677,0.0645161290322581,0,0.548387096774194,0.201612903225806,0.0887096774193548,0.00806451612903226,0.153225806451613,0,0.17741935483871,0.306451612903226,0.0564516129032258,0.459677419354839,0,0.282258064516129,0.564516129032258,0.0483870967741935,0.104838709677419,0,0.330645161290323,0.201612903225806,0.120967741935484,0.298387096774194,0,0,0.0483870967741935,0,0.201612903225806,0.564516129032258,0.145161290322581,0.0887096774193548,0,0,0.379032258064516,0.193548387096774,0.282258064516129,0.0403225806451613,0.032258064516129,0,0,0.0725806451612903,0,0.032258064516129,0.32258064516129,0.596774193548387,0.0241935483870968,0.0241935483870968,0,0,0.209677419354839,0.564516129032258,0.217741935483871,0,0.00806451612903226,0,0,0,0,0.379032258064516,0.137096774193548,0.266129032258065,0.217741935483871,0,0,0,0,0.217741935483871,0.298387096774194,0.306451612903226,0.153225806451613,0.0241935483870968,0,0.435483870967742,0.508064516129032,0.0564516129032258,0,0,0.330645161290323,0.104838709677419,0.129032258064516,0,0.42741935483871,0.00806451612903226,0,0,0,0.0725806451612903,0,0.258064516129032,0.661290322580645,0.00806451612903226,0,0,0,0,0.290322580645161,0,0.161290322580645,0.17741935483871,0,0.370967741935484,0,0,0.032258064516129,0.298387096774194,0.395161290322581,0.0483870967741935,0.225806451612903,0,0,0.209677419354839,0.0887096774193548,0.629032258064516,0.0645161290322581,0,0,0,0.00806451612903226,0,0,0,0,0.32258064516129,0.0564516129032258,0.104838709677419,0.379032258064516,0.0645161290322581,0.0725806451612903,0,0,0,0.0564516129032258,0.129032258064516,0.169354838709677,0.0241935483870968,0.112903225806452,0.241935483870968,0.169354838709677,0.0161290322580645,0.0161290322580645,0.0645161290322581,0,0,0,0,0,0.741935483870968,0.032258064516129,0.0806451612903226,0.120967741935484,0,0.0241935483870968,0,0,0,0,0,0
"NORD",0.357142857142857,0,0.642857142857143,0,0.5,0.285714285714286,0,0.142857142857143,0.0714285714285714,0,0.357142857142857,0.0714285714285714,0,0.571428571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.357142857142857,0.428571428571429,0.142857142857143,0.0714285714285714,0,0,0.0714285714285714,0.142857142857143,0.571428571428571,0,0.214285714285714,0,0,0,0,0,0.571428571428571,0.142857142857143,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0.142857142857143,0.785714285714286,0.0714285714285714,0,0,0.428571428571429,0.142857142857143,0.285714285714286,0.142857142857143,0,0,0,0,0.714285714285714,0.214285714285714,0.0714285714285714,0,0,0.357142857142857,0.142857142857143,0,0.214285714285714,0.214285714285714,0,0,0.0714285714285714,0,0,0,0,0,0,0,0.142857142857143,0.571428571428571,0.285714285714286,0,0,0.142857142857143,0.714285714285714,0,0,0.142857142857143,0,0,0,0.285714285714286,0.214285714285714,0.285714285714286,0.214285714285714,0,0,0,0,0,1,0,0,0,0,0.428571428571429,0.285714285714286,0.0714285714285714,0.214285714285714,0,0.642857142857143,0,0.214285714285714,0.142857142857143,0,0,0.142857142857143,0.285714285714286,0,0.428571428571429,0.0714285714285714,0.0714285714285714,0,0.571428571428571,0.0714285714285714,0,0,0.357142857142857,0,0,0,0,0,1,0,0,0,0.357142857142857,0.357142857142857,0,0.0714285714285714,0.214285714285714,0,0,0,0,0,0.428571428571429,0.5,0,0,0,0,0,0,0,0.0714285714285714,0,0.357142857142857,0.5,0.0714285714285714,0,0,0.0714285714285714,0,0.285714285714286,0.642857142857143,0.0714285714285714,0,0.428571428571429,0.428571428571429,0,0,0.0714285714285714,0.0714285714285714,0.357142857142857,0.285714285714286,0.0714285714285714,0.285714285714286,0,0,0,0.571428571428571,0.285714285714286,0,0.142857142857143,0.5,0.5,0,0,0,0,0.0714285714285714,0.0714285714285714,0.857142857142857,0,0,0,0,0,0.428571428571429,0.285714285714286,0,0.285714285714286,0,0.428571428571429,0,0.214285714285714,0,0.357142857142857,0,0.5,0,0.214285714285714,0.285714285714286,0,0.857142857142857,0.0714285714285714,0,0.0714285714285714,0,0.857142857142857,0,0.0714285714285714,0,0.0714285714285714,0,0,0.142857142857143,0.214285714285714,0,0.214285714285714,0.428571428571429,0,0,0,0.428571428571429,0.285714285714286,0,0,0.285714285714286,0,0,0,0.214285714285714,0.214285714285714,0.428571428571429,0,0.142857142857143,0,0,0,0.571428571428571,0.214285714285714,0.214285714285714,0,0,0,0,0,0.0714285714285714,0,0.857142857142857,0,0.0714285714285714,0,0,0,0.785714285714286,0.214285714285714,0,0,0,0,0.928571428571429,0.0714285714285714,0,0,0,0.571428571428571,0.357142857142857,0.0714285714285714,0,0,0,0,0,0.0714285714285714,0,0.357142857142857,0,0.571428571428571,0,0,0,0,0,0.0714285714285714,0.357142857142857,0.142857142857143,0.357142857142857,0,0.0714285714285714,0,0,0,0,0.714285714285714,0.285714285714286,0,0,0,0.857142857142857,0,0.0714285714285714,0.0714285714285714,0,0,0,0,0,0,0,0,0.714285714285714,0,0.214285714285714,0.0714285714285714,0,0,0,0,0,0,0,0.142857142857143,0.285714285714286,0,0,0.214285714285714,0.357142857142857,0,0,0,0,0,0,0,0.357142857142857,0.214285714285714,0,0.428571428571429,0,0,0,0,0,0,0,0
"HZ",0.136363636363636,0,0.712121212121212,0.151515151515152,0.378787878787879,0.424242424242424,0,0.0757575757575758,0.121212121212121,0,0.515151515151515,0.0303030303030303,0,0.287878787878788,0.166666666666667,0,0.0909090909090909,0.575757575757576,0,0,0.0303030303030303,0.272727272727273,0,0,0.0151515151515152,0,0,0.0151515151515152,0,0,0.924242424242424,0,0.0151515151515152,0,0.0606060606060606,0,0,0.166666666666667,0.272727272727273,0.515151515151515,0.0303030303030303,0,0.0151515151515152,0.166666666666667,0.348484848484849,0.318181818181818,0,0,0,0.0151515151515152,0.151515151515152,0,0,0.545454545454545,0.0454545454545455,0,0,0,0.227272727272727,0.166666666666667,0,0.0151515151515152,0,0.242424242424242,0.545454545454545,0.212121212121212,0,0,0.5,0.0303030303030303,0.409090909090909,0.0454545454545455,0,0,0.0151515151515152,0,0.681818181818182,0.166666666666667,0.151515151515152,0,0,0.0757575757575758,0.212121212121212,0,0.106060606060606,0.5,0,0,0.0757575757575758,0,0,0.0303030303030303,0,0,0,0,0.151515151515152,0.393939393939394,0.454545454545455,0,0,0.575757575757576,0.242424242424242,0.0151515151515152,0.0151515151515152,0.151515151515152,0,0,0.0606060606060606,0.0757575757575758,0.333333333333333,0.378787878787879,0.136363636363636,0,0.0151515151515152,0,0,0,0.954545454545455,0.0454545454545455,0,0,0,0.363636363636364,0.46969696969697,0.0454545454545455,0.121212121212121,0,0.742424242424242,0,0.257575757575758,0,0,0,0.0454545454545455,0.287878787878788,0.0757575757575758,0.363636363636364,0.227272727272727,0,0,0.666666666666667,0.0454545454545455,0,0,0.287878787878788,0,0,0,0.0454545454545455,0.106060606060606,0.696969696969697,0.151515151515152,0,0,0.348484848484849,0.166666666666667,0,0.0454545454545455,0.424242424242424,0,0,0,0.0151515151515152,0,0.227272727272727,0.575757575757576,0,0,0,0.0454545454545455,0,0.106060606060606,0,0.0454545454545455,0,0.196969696969697,0.46969696969697,0.0151515151515152,0.257575757575758,0,0.0606060606060606,0,0.53030303030303,0.378787878787879,0.0757575757575758,0.0151515151515152,0.378787878787879,0.53030303030303,0,0,0.0606060606060606,0.0303030303030303,0.196969696969697,0.590909090909091,0.0757575757575758,0.136363636363636,0,0,0,0.818181818181818,0.0606060606060606,0.0151515151515152,0.106060606060606,0.363636363636364,0.636363636363636,0,0,0,0,0.0757575757575758,0.106060606060606,0.712121212121212,0.106060606060606,0,0,0,0,0.5,0.424242424242424,0,0.0757575757575758,0,0.575757575757576,0.121212121212121,0.227272727272727,0,0.0757575757575758,0,0.681818181818182,0.0606060606060606,0.106060606060606,0.151515151515152,0,0.833333333333333,0.0454545454545455,0.0151515151515152,0.106060606060606,0,0.727272727272727,0,0.181818181818182,0.0151515151515152,0.0757575757575758,0,0,0,0.0454545454545455,0,0.439393939393939,0.515151515151515,0,0,0,0.515151515151515,0.106060606060606,0,0.0909090909090909,0.287878787878788,0,0,0,0.0909090909090909,0.0151515151515152,0.833333333333333,0,0.0606060606060606,0,0.0303030303030303,0.0606060606060606,0.5,0.257575757575758,0.151515151515152,0,0,0,0,0,0.318181818181818,0.0151515151515152,0.393939393939394,0.121212121212121,0.0454545454545455,0.0757575757575758,0.0303030303030303,0,0.596774193548387,0.209677419354839,0.193548387096774,0,0,0,0.863636363636364,0.121212121212121,0,0.0151515151515152,0,0.606060606060606,0.272727272727273,0.0757575757575758,0,0,0.0303030303030303,0,0.0151515151515152,0.121212121212121,0,0.212121212121212,0,0.46969696969697,0.151515151515152,0.0454545454545455,0,0,0,0.106060606060606,0.484848484848485,0.257575757575758,0.0606060606060606,0,0.0909090909090909,0,0,0,0.0151515151515152,0.515151515151515,0.181818181818182,0.272727272727273,0,0.0151515151515152,0.681818181818182,0,0.181818181818182,0.136363636363636,0,0,0,0,0,0,0,0,0.318181818181818,0.121212121212121,0.106060606060606,0.348484848484849,0.106060606060606,0,0,0,0,0,0,0.212121212121212,0.242424242424242,0,0.196969696969697,0.151515151515152,0.196969696969697,0,0,0,0,0,0,0,0.0606060606060606,0.515151515151515,0.287878787878788,0.106060606060606,0.0303030303030303,0,0,0,0,0,0,0
"WBNPGR",0.25,0,0.6,0.15,0.2,0.4,0,0.3,0.1,0,0.25,0.15,0.05,0.4,0.05,0.1,0.2,0.35,0,0.1,0.2,0.05,0.05,0,0,0,0.05,0,0,0,0.95,0.05,0,0,0,0,0,0.35,0.4,0.25,0,0,0,0.2,0.45,0.2,0,0,0,0.05,0,0.05,0.05,0.7,0.2,0,0,0,0.1,0,0,0,0,0.55,0.35,0.1,0,0,0.25,0.1,0.4,0.1,0.15,0,0,0,0.7,0.05,0.25,0,0,0.35,0.3,0.05,0,0.1,0.1,0.05,0.05,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.3,0.5,0,0,0.1,0.05,0.05,0.2,0.05,0.25,0.5,0,0,0,0,0,0,0.95,0.05,0,0,0,0.25,0.65,0.05,0.05,0,0.7,0.15,0.1,0,0.05,0,0.15,0.45,0,0.15,0.15,0.1,0,0.55,0.1,0.1,0.1,0.15,0,0,0,0.1,0.1,0.65,0.05,0.05,0.05,0.4,0.15,0.05,0.1,0.25,0.05,0,0,0,0,0.3,0.55,0,0,0,0,0.05,0.1,0,0,0,0.15,0.55,0.2,0.1,0,0,0,0.611111111111111,0.388888888888889,0,0,0.15,0.7,0,0,0.05,0.1,0.3,0.35,0.2,0.1,0.05,0,0,0.4,0.25,0.35,0,0.55,0.4,0,0,0.05,0,0.3,0.1,0.5,0.1,0,0,0,0,0.7,0.25,0,0.05,0,0.6,0,0.2,0,0.2,0,0.35,0.25,0.05,0.35,0,0.5,0.35,0.05,0.1,0,0.35,0.15,0.15,0.05,0.3,0,0,0,0.25,0.15,0.15,0.4,0,0.05,0.1,0.2,0.25,0.15,0.2,0,0.1,0,0,0.2,0.2,0.55,0,0.05,0,0,0.2,0.3,0.25,0.1,0,0.15,0,0,0,0.15,0.25,0.35,0.15,0.1,0,0,0,0.8,0.05,0,0.15,0,0,0.85,0.1,0.05,0,0,0.35,0.4,0,0,0.2,0.05,0,0,0.1,0.05,0.05,0.05,0.65,0.1,0,0,0,0,0.2,0.15,0.6,0,0,0.05,0,0,0.1,0.05,0.2,0.3,0.35,0,0,0.55,0.05,0.35,0.05,0,0,0,0,0,0,0,0,0.45,0,0.15,0.3,0.1,0,0,0,0,0.05,0.05,0.1,0,0,0.15,0.65,0,0,0,0,0,0,0,0,0.6,0.05,0.15,0.2,0,0,0,0,0,0,0,0
