"Population","Locus.1","Locus.2","p.value","std.err","switches","p.adj_herd"
"CL","AGLA232","BM1225",0.005348,0.000677,90809,0.0204645966101695
"CL","BM1225","BM1706",0.00311,0.000444,103579,0.0147253556485356
"CL","AGLA232","BM17132",0,0,52733,0
"CL","BM1706","BM17132",0.00449,0.000681,65903,0.0182833381294964
"CL","AGLA232","BM1824",0.00254,0.000863,40519,0.0129567567567568
"CL","BM1225","BM1824",0.00653,0.000969,63659,0.0231843018867925
"CL","BM1706","BM1824",0.01776,0.001545,51467,0.0440291868131868
"CL","BM17132","BM1824",0.003816,0.000873,34250,0.0164921379310345
"CL","BM1225","BM1862",0.010664,0.000717,113283,0.032077312
"CL","BM1225","BM2113",0.002224,0.000329,106351,0.0119997714285714
"CL","BM1706","BM2113",1.6e-05,1.6e-05,84907,0.000462769230769231
"CL","BM17132","BM2113",0.000762,0.000239,67232,0.00632011764705882
"CL","BM1862","BM2113",0.01644,0.000844,92542,0.0421461818181818
"CL","AGLA232","BM2830",0.001388,0.000218,84127,0.00905008092485549
"CL","BM1706","BM2830",0.017736,0.000691,92997,0.0440291868131868
"CL","BM1824","BM2830",0.011128,0.000736,59736,0.0329458897637795
"CL","BM1706","BM4107",0.020874,0.000615,198380,0.0497798562367865
"CL","BM1824","BM4107",0.00312,0.000295,155173,0.0147253556485356
"CL","AGLA232","BM4311",0.000444,0.000163,58588,0.00447171428571429
"CL","BM1225","BM4311",0.000148,7.8e-05,88998,0.00245505882352941
"CL","BM17132","BM4311",0,0,50546,0
"CL","BM1824","BM4311",0.001682,0.000506,40251,0.0104170491803279
"CL","BM2830","BM4311",0.013894,0.00079,82312,0.0374043723150358
"CL","BM4107","BM4311",0.010438,0.000486,189620,0.031565855227882
"CL","BM17132","BM4440",0.001366,0.000364,66831,0.00895841860465116
"CL","BM1824","BM4440",0.005636,0.000815,54272,0.0213790067114094
"CL","BM2113","BM4440",0.00982,0.000875,85382,0.0302649180327869
"CL","BM2830","BM4440",0.011214,0.00058,87308,0.0331135916230366
"CL","BM4311","BM4440",0.004434,0.000523,72528,0.0182538394160584
"CL","AGLA232","BM720",0,0,50595,0
"CL","BM1706","BM720",0.00014,0.000107,63280,0.00242690909090909
"CL","BM17132","BM720",0,0,44253,0
"CL","BM1824","BM720",0.000504,0.00049,34047,0.00469844628099174
"CL","BM2113","BM720",0.000364,0.000157,66091,0.00402541176470588
"CL","BM2830","BM720",0.004366,5e-04,73623,0.0180727912087912
"CL","BM4107","BM720",0.001036,0.000137,180615,0.00763796078431373
"CL","BM4311","BM720",0.000676,0.000259,50667,0.00585526717557252
"CL","BM1225","BM757",0.000122,5.5e-05,119924,0.00221961290322581
"CL","BM1706","BM757",0.008182,0.000735,96541,0.0267515826086957
"CL","BM17132","BM757",0.005648,0.000565,79806,0.0213790067114094
"CL","BM4107","BM757",0.00982,0.000476,208928,0.0302649180327869
"CL","BM4311","BM757",0.010244,0.000867,86112,0.0312303567567568
"CL","BM720","BM757",0.016152,0.001276,78224,0.041692118993135
"CL","AGLA232","BMC4214",0.001762,0.000259,108139,0.0105160634920635
"CL","BM1706","BMC4214",0.003726,0.000407,119185,0.0163538054474708
"CL","BM17132","BMC4214",0.012614,0.00093,98652,0.0353066799007444
"CL","BM1824","BMC4214",0.009788,0.001227,78617,0.0302649180327869
"CL","BM2830","BMC4214",0.000562,0.00015,135420,0.00511238709677419
"CL","BM4107","BMC4214",0.004498,0.000235,254004,0.0182833381294964
"CL","BM4311","BMC4214",0.008372,0.000762,105928,0.0270590716332378
"CL","BM4440","BMC4214",0.012198,0.000882,114357,0.0346696624685139
"CL","BM711","BMC4214",0.018216,0.000524,243057,0.0448638602620087
"CL","BM720","BMC4214",0.000414,0.000162,96095,0.00430502752293578
"CL","BM1225","BMS1001",0.017016,0.00119,82195,0.0432036674157303
"CL","BM1706","BMS1001",0.014728,0.00119,66062,0.0391820377358491
"CL","BM17132","BMS1001",0.011344,0.001307,50744,0.0331795647668394
"CL","BM1824","BMS1001",0.013524,0.001909,41146,0.036848
"CL","BM1862","BMS1001",0.000874,0.000203,72649,0.00689420979020979
"CL","BM2113","BMS1001",0.001756,0.000326,69091,0.0105160634920635
"CL","BM4311","BMS1001",0.001888,0.000653,56826,0.0110345284974093
"CL","BM720","BMS1001",0.005886,0.001029,50403,0.0218203278688525
"CL","BMC4214","BMS1001",6.8e-05,4.7e-05,96428,0.00156538775510204
"CL","AGLA232","BMS1074",0.000392,0.000184,47378,0.00417147169811321
"CL","BM1225","BMS1074",0.01254,0.001139,74724,0.0351868656716418
"CL","BM17132","BMS1074",0.000968,0.000381,43428,0.00730944
"CL","BM1824","BMS1074",0.001146,0.000461,31777,0.00823368152866242
"CL","BM1862","BMS1074",0.014328,0.001292,64061,0.0383895106888361
"CL","BM711","BMS1074",0.016638,0.000709,138948,0.0423751151241535
"CL","BM720","BMS1074",0.012306,0.001565,41866,0.0348773065326633
"CL","BMC4214","BMS1074",0.000312,0.000134,89045,0.003807
"CL","AGLA232","BMS1117",0.013814,0.001374,57782,0.037277971291866
"CL","BM17132","BMS1117",0.008092,0.001267,51227,0.0267440930232558
"CL","BM1824","BMS1117",0.001096,0.000619,40574,0.00793938461538462
"CL","BM2113","BMS1117",0.00329,0.000548,69949,0.015043044534413
"CL","BM4311","BMS1117",0,0,56974,0
"CL","BM720","BMS1117",0.019842,0.001712,49893,0.0479267152034261
"CL","BMC4214","BMS1117",0.019896,0.001157,98557,0.0479544615384615
"CL","BMS1001","BMS1117",0.00285,0.000697,54065,0.0137384615384615
"CL","AGLA232","BMS1172",0.006192,0.000574,111073,0.0223864615384615
"CL","BM1225","BMS1172",0.003152,0.000314,148488,0.0148144
"CL","BM1706","BMS1172",0.006682,0.000444,120758,0.0235408695652174
"CL","BM17132","BMS1172",0.000242,0.000105,103451,0.0033289756097561
"CL","BM2830","BMS1172",0.001006,0.000136,132734,0.0075101052631579
"CL","BM720","BMS1172",0.017978,0.001088,100366,0.0444718947368421
"CL","BMS1001","BMS1172",0.002508,0.000265,99011,0.0129179178082192
"CL","AGLA232","BMS1315",0.004154,0.000907,52739,0.0176154586466165
"CL","BM1225","BMS1315",0.000354,0.000178,81491,0.00395358415841584
"CL","BM1706","BMS1315",0.009514,0.000982,65018,0.0296458342541436
"CL","BM17132","BMS1315",0.004128,0.000727,45239,0.0175797735849057
"CL","BM1824","BMS1315",0.000388,0.000279,35591,0.00416822857142857
"CL","BM1862","BMS1315",0.000322,0.000156,73084,0.003807
"CL","BM2830","BMS1315",0.017044,0.000962,76467,0.0432036674157303
"CL","BM4107","BMS1315",0.000324,7.5e-05,180290,0.003807
"CL","BM4311","BMS1315",0,0,52075,0
"CL","BM720","BMS1315",0.000186,0.000152,44370,0.00283524324324324
"CL","BMC4214","BMS1315",0.012932,0.000957,98044,0.0359293004926108
"CL","BMS1001","BMS1315",0.017574,0.001458,51677,0.0439271150442478
"CL","BMS1074","BMS1315",0.000658,0.000226,42285,0.00575367441860465
"CL","BMS1117","BMS1315",0.00119,0.000662,51133,0.0083895
"CL","BM1225","BMS1355",0.003294,0.000273,147002,0.015043044534413
"CL","BM4311","BMS1355",0.00811,0.000524,104711,0.0267440930232558
"CL","BM720","BMS1355",8.6e-05,3.7e-05,94438,0.00183033962264151
"CL","BM757","BMS1355",0.015098,0.00067,130895,0.0395140232018562
"CL","BMS1074","BMS1355",0.014904,0.000751,86839,0.0392797009345794
"CL","AGLA232","BMS1675",0.004356,0.000525,132858,0.0180727912087912
"CL","BM17132","BMS1675",0.013592,0.000819,122169,0.0368552307692308
"CL","BM1824","BMS1675",0.012182,0.000903,101520,0.0346696624685139
"CL","BM1862","BMS1675",0.014838,0.00063,153045,0.0391973395784543
"CL","BMS1001","BMS1675",0.001792,0.000295,118941,0.0105949319371728
"CL","BMS1074","BMS1675",0.00128,0.000242,112943,0.00862352662721894
"CL","BMS1315","BMS1675",0.000292,9.4e-05,122431,0.00379418181818182
"CL","AGLA232","BMS1716",0.001794,0.000335,87021,0.0105949319371728
"CL","BM1225","BMS1716",0.0021,0.000311,124018,0.0117555294117647
"CL","BM17132","BMS1716",0.007,0.000654,77272,0.0241950825688073
"CL","BM1862","BMS1716",0.006008,0.000534,109045,0.022074996742671
"CL","BM4311","BMS1716",0.005328,0.000649,85113,0.0204645966101695
"CL","BM720","BMS1716",0.000206,0.000112,75478,0.00309824
"CL","BMS1001","BMS1716",0.000354,0.000115,78564,0.00395358415841584
"CL","BMS1315","BMS1716",0.003048,0.00058,77609,0.0145354936708861
"CL","BMS1355","BMS1716",0.002804,0.000288,141358,0.0136624137931034
"CL","AGLA232","BMS1747",0.01239,0.000953,83318,0.0350273684210526
"CL","BM1225","BMS1747",0.0147,0.000719,120121,0.0391820377358491
"CL","BM1706","BMS1747",0.000284,0.000105,96100,0.00379418181818182
"CL","BM17132","BMS1747",0.000288,0.000166,74848,0.00379418181818182
"CL","BM1824","BMS1747",0.000216,0.000128,58702,0.00319355844155844
"CL","BM1862","BMS1747",0,0,105415,0
"CL","BM2113","BMS1747",0,0,98777,0
"CL","BM2830","BMS1747",0.00869,0.000557,109994,0.0274574789915966
"CL","BM720","BMS1747",0,0,73222,0
"CL","BMS1074","BMS1747",0.001646,0.000412,68876,0.0102579447513812
"CL","BMS1315","BMS1747",0.005168,0.000643,74792,0.0200326597938144
"CL","AGLA232","BMS1857",0.000218,0.000131,60875,0.00319355844155844
"CL","BM1225","BMS1857",0.002218,0.000406,92372,0.0119997714285714
"CL","BM17132","BMS1857",0,0,53617,0
"CL","BM1824","BMS1857",0.008012,0.001318,41675,0.0267440930232558
"CL","BM1862","BMS1857",4e-04,0.000157,82519,0.00421682242990654
"CL","BM2113","BMS1857",0,0,76641,0
"CL","BM4311","BMS1857",0.00281,0.000703,60565,0.0136624137931034
"CL","BM4440","BMS1857",8.4e-05,7.4e-05,74665,0.00182215384615385
"CL","BM720","BMS1857",0.012654,0.001368,52338,0.0353309702970297
"CL","BM757","BMS1857",0.01573,0.001236,89219,0.0406959633027523
"CL","BMS1074","BMS1857",0.008284,0.001031,50039,0.0268580689655172
"CL","BMS1117","BMS1857",0.015398,0.001593,58195,0.0400206082949309
"CL","BMS1315","BMS1857",0.001254,0.000287,54000,0.00862352662721894
"CL","BMS1747","BMS1857",0.000494,0.000179,85232,0.0046436
"CL","AGLA232","BMS1862",0.00023,0.000127,47638,0.00328405063291139
"CL","BM1225","BMS1862",0.01201,0.001066,73203,0.0343839593908629
"CL","BM1706","BMS1862",0.018768,0.001741,58951,0.0460224
"CL","BM17132","BMS1862",0.017236,0.002002,41024,0.0434948724832215
"CL","BM1824","BMS1862",0.000902,0.000378,32185,0.00706361379310345
"CL","BM2113","BMS1862",0.011878,0.001471,61534,0.0340925801526718
"CL","BM4107","BMS1862",0.002442,0.000209,170057,0.0127805504587156
"CL","BM4311","BMS1862",0.002428,0.000598,47308,0.0127805504587156
"CL","BM720","BMS1862",0.00126,0.000486,40330,0.00862352662721894
"CL","BMC4214","BMS1862",2.4e-05,1.8e-05,89169,0.000660292682926829
"CL","BMS1001","BMS1862",0,0,46931,0
"CL","BMS1074","BMS1862",0,0,39148,0
"CL","BMS1117","BMS1862",6.8e-05,5.9e-05,46763,0.00156538775510204
"CL","BMS1172","BMS1862",0.002126,0.000289,94130,0.0117555294117647
"CL","BMS1315","BMS1862",0.002714,0.000694,41550,0.0134271578947368
"CL","BMS1675","BMS1862",0.001334,0.000278,112481,0.00885148235294118
"CL","BMS1716","BMS1862",0.001706,0.000332,70355,0.0104585217391304
"CL","BMS1857","BMS1862",0.003808,0.000855,49240,0.0164921379310345
"CL","AGLA232","BMS2258",0.017602,0.002115,40476,0.0439271150442478
"CL","BM1225","BMS2258",0,0,63866,0
"CL","BM1706","BMS2258",0.008604,0.001079,52091,0.0274161355932203
"CL","BM17132","BMS2258",0,0,35155,0
"CL","BM1824","BMS2258",0.00092,0.00041,26839,0.00710794520547945
"CL","BM1862","BMS2258",0.000148,8.3e-05,59473,0.00245505882352941
"CL","BM2113","BMS2258",0.005144,0.000789,53950,0.0200326597938144
"CL","BM4311","BMS2258",0.004676,0.00108,40428,0.01872
"CL","BM4440","BMS2258",0.008464,0.001017,54625,0.0271809545454545
"CL","BM720","BMS2258",0.000836,0.000318,33581,0.006688
"CL","BMS1001","BMS2258",7.6e-05,5.5e-05,41257,0.00171456
"CL","BMS1074","BMS2258",0.017182,0.002114,33024,0.0434558206278027
"CL","BMS1117","BMS2258",0,0,40439,0
"CL","BMS1172","BMS2258",0.000172,0.000104,85427,0.00265775342465753
"CL","BMS1315","BMS2258",0.000134,0.000134,34960,0.00236175
"CL","BMS1716","BMS2258",0.002732,0.000616,61185,0.0134379130434783
"CL","BMS1747","BMS2258",0.015322,0.001578,59506,0.0399150484988453
"CL","BMS1857","BMS2258",0.000368,0.000208,41709,0.0040301359223301
"CL","BMS1862","BMS2258",0.000314,0.000223,31725,0.003807
"CL","AGLA232","BMS2639",0,0,47431,0
"CL","BM1225","BMS2639",9e-05,4.6e-05,73717,0.00184581818181818
"CL","BM1706","BMS2639",0.000154,0.000154,59030,0.0025175652173913
"CL","BM17132","BMS2639",0,0,41374,0
"CL","BM1824","BMS2639",0.010804,0.001873,31552,0.0323260265251989
"CL","BM1862","BMS2639",0.000604,0.000247,66828,0.0054072380952381
"CL","BM4311","BMS2639",0.01331,0.001489,47136,0.0365066796116505
"CL","BM720","BMS2639",9.6e-05,7.3e-05,40431,0.00186703448275862
"CL","BM757","BMS2639",0.004922,0.000702,73062,0.0195493521126761
"CL","BMS1001","BMS2639",0.003196,0.000628,46947,0.0149588713692946
"CL","BMS1074","BMS2639",0.017648,0.001835,39886,0.0439446887417219
"CL","BMS1117","BMS2639",0.007896,0.001015,46574,0.026587128358209
"CL","BMS1315","BMS2639",0.000304,0.000304,41460,0.003807
"CL","BMS1675","BMS2639",0.018922,0.001073,112410,0.0461991688311688
"CL","BMS1716","BMS2639",0.000116,7e-05,69750,0.00214504918032787
"CL","BMS1747","BMS2639",0.007726,0.000967,67600,0.0262497831325301
"CL","BMS1857","BMS2639",0.000376,0.000229,48509,0.00407815384615385
"CL","BMS1862","BMS2639",0.003446,0.000939,37442,0.015486406374502
"CL","BMS2258","BMS2639",0,0,31592,0
"CL","BM1706","BMS410",0.000438,0.00016,87650,0.00447171428571429
"CL","BM17132","BMS410",0.004832,0.000621,72193,0.019259703180212
"CL","BM1824","BMS410",0.018406,0.001426,57652,0.045233045751634
"CL","BM720","BMS410",0.001512,0.000333,70451,0.00967403389830509
"CL","BMS1355","BMS410",0.013166,0.000575,119662,0.036222556097561
"CL","BMS1857","BMS410",0.013334,0.000972,80039,0.0365066796116505
"CL","BMS1862","BMS410",0.000318,0.000118,65245,0.003807
"CL","BMS2639","BMS410",0.005078,0.000769,65104,0.0200326597938144
"CL","BM1225","BMS510",0.00217,0.000238,159713,0.0118249275362319
"CL","BM1706","BMS510",0.005104,0.000453,128908,0.0200326597938144
"CL","BM1824","BMS510",0.001494,0.000329,84287,0.00962989714285714
"CL","BM1862","BMS510",0.000812,0.000193,138333,0.00658946762589928
"CL","BM2830","BMS510",0.01305,0.000589,147659,0.0359911980440098
"CL","BM720","BMS510",0.01625,0.001091,103314,0.0418105148063781
"CL","BM757","BMS510",0.006716,0.000562,144232,0.0235408695652174
"CL","BMC4214","BMS510",0.00172,0.000191,177132,0.0104873513513514
"CL","BMS1001","BMS510",0.020698,0.001252,103995,0.0495697324840764
"CL","BMS1074","BMS510",0.007246,0.000764,95729,0.0249191707317073
"CL","BMS1315","BMS510",0.014268,0.000952,105546,0.0383197714285714
"CL","BMS1675","BMS510",0.001212,0.000133,203707,0.00849152795031056
"CL","BMS1747","BMS510",8.8e-05,3.8e-05,149313,0.00183822222222222
"CL","BMS1857","BMS510",0.01063,0.000862,119173,0.0320605347593583
"CL","BMS1862","BMS510",0.00301,0.000466,96191,0.014448
"CL","BMS2258","BMS510",0.01928,0.001244,85673,0.0469715766738661
"CL","BMS410","BMS510",0.008012,0.000593,134139,0.0267440930232558
"CL","AGLA232","BMS527",0,0,35782,0
"CL","BM1225","BMS527",0.00214,0.000403,57510,0.0117752195121951
"CL","BM1706","BMS527",0.000164,0.000116,46425,0.00256933333333333
"CL","BM17132","BMS527",0.000162,0.000162,30002,0.00256933333333333
"CL","BM1824","BMS527",0.00051,0.000307,23515,0.00471540983606557
"CL","BM1862","BMS527",0.015276,0.001626,53570,0.0398873333333333
"CL","BM2113","BMS527",0.003554,0.00071,48182,0.0158455019762846
"CL","BM4311","BMS527",0,0,35203,0
"CL","BM4440","BMS527",0.002356,0.000518,49668,0.0125356981132075
"CL","BM720","BMS527",0,0,30026,0
"CL","BM757","BMS527",0.002668,0.000576,59504,0.0133856
"CL","BMC4214","BMS527",0,0,71500,0
"CL","BMS1001","BMS527",0,0,37044,0
"CL","BMS1074","BMS527",0.00032,0.00032,29747,0.003807
"CL","BMS1117","BMS527",0,0,36212,0
"CL","BMS1315","BMS527",0,0,30932,0
"CL","BMS1355","BMS527",0.002694,0.000434,69920,0.0134271578947368
"CL","BMS1675","BMS527",0.000724,0.000188,94497,0.0060945671641791
"CL","BMS1716","BMS527",0.009502,0.00135,54666,0.0296458342541436
"CL","BMS1747","BMS527",0.007014,0.001175,52788,0.0241950825688073
"CL","BMS1857","BMS527",0.001434,0.000543,36971,0.00929627586206896
"CL","BMS1862","BMS527",0,0,27773,0
"CL","BMS2258","BMS527",0,0,23421,0
"CL","BMS2639","BMS527",0,0,28599,0
"CL","BMS510","BMS527",0.00135,0.000359,76717,0.00890526315789474
"CL","AGLA232","BMS528",0.006082,0.00078,62430,0.0221306322580645
"CL","BM17132","BMS528",0.000224,0.000134,55084,0.00323938461538462
"CL","BM1824","BMS528",0.001642,0.000364,43608,0.0102579447513812
"CL","BM2113","BMS528",0.020746,0.001356,72665,0.0495794237288136
"CL","BMS1001","BMS528",0.010104,0.000967,55561,0.0308870243902439
"CL","BMS1172","BMS528",0.00169,0.000239,106341,0.0104170491803279
"CL","BMS1857","BMS528",0.004638,0.00068,64060,0.0186925714285714
"CL","BMS1862","BMS528",0.007316,0.000951,50281,0.0250834285714286
"CL","BMS2258","BMS528",0.000314,0.000181,45382,0.003807
"CL","BMS527","BMS528",8e-05,5.7e-05,39580,0.00176941176470588
"CL","BM1225","BMS601",0.006536,0.000617,115977,0.0231843018867925
"CL","BM1706","BMS601",0.002002,0.000309,85078,0.0114632284263959
"CL","BM1862","BMS601",0.008438,0.000629,105155,0.0271809545454545
"CL","BM2113","BMS601",9.2e-05,5.9e-05,98234,0.00185314285714286
"CL","BM720","BMS601",0.013592,0.001116,69006,0.0368552307692308
"CL","BMS1001","BMS601",0.006778,7e-04,77691,0.0236392592592593
"CL","BMS1315","BMS601",0.00255,0.000462,74308,0.0129567567567568
"CL","BMS1355","BMS601",0.002018,0.000227,134599,0.0114964848484848
"CL","BMS1675","BMS601",2.4e-05,1.3e-05,161383,0.000660292682926829
"CL","BMS1747","BMS601",0.000102,4.4e-05,100124,0.0019176
"CL","BMS1857","BMS601",0.003286,0.000492,86040,0.015043044534413
"CL","BMS1862","BMS601",0.001518,0.000379,66044,0.00967403389830509
"CL","BMS2639","BMS601",0.002074,0.000466,63696,0.01169736
"CL","BMS410","BMS601",0.00034,9.5e-05,100103,0.00395358415841584
"CL","BM1225","BMS812",0.00807,0.000971,66541,0.0267440930232558
"CL","BM17132","BMS812",0.00267,0.000657,39773,0.0133856
"CL","BM1824","BMS812",0.00814,0.001213,31677,0.0267440930232558
"CL","BM1862","BMS812",0,0,58941,0
"CL","BM2113","BMS812",0.011036,0.001283,55782,0.0328459313984169
"CL","BMS1001","BMS812",0.000296,0.000134,43103,0.00379418181818182
"CL","BMS1074","BMS812",0.001048,0.000407,36878,0.00767625974025974
"CL","BMS1315","BMS812",0.004218,0.000842,39795,0.0178198651685393
"CL","BMS1716","BMS812",0.002124,0.000477,63845,0.0117555294117647
"CL","BMS1747","BMS812",0.005124,0.000754,61521,0.0200326597938144
"CL","BMS1857","BMS812",0,0,46123,0
"CL","BMS2258","BMS812",0.000442,0.000323,31486,0.00447171428571429
"CL","BMS2639","BMS812",0.006004,0.000927,35899,0.022074996742671
"CL","BMS510","BMS812",0.0064,0.000574,86265,0.0228955443037975
"CL","BMS527","BMS812",0.00464,0.00118,28101,0.0186925714285714
"CL","BM1225","BMS941",0.020466,0.000829,186384,0.0491184
"CL","BM1706","BMS941",0.0075,0.000583,151581,0.0255589123867069
"CL","BM1824","BMS941",0.000158,6.4e-05,107754,0.00254605714285714
"CL","BM4107","BMS941",0.008248,0.00029,288035,0.0268580689655172
"CL","BM4440","BMS941",0.003218,0.000268,143875,0.0149996033057851
"CL","BM720","BMS941",0.019552,0.001093,128973,0.0475315862068965
"CL","BMS1355","BMS941",0.001762,0.000178,205562,0.0105160634920635
"CL","BMS1857","BMS941",0.0125,0.000824,144075,0.0351620947630923
"CL","BMS2258","BMS941",0.018204,0.001089,109394,0.0448638602620087
"CL","BMS410","BMS941",0.016502,0.000719,155753,0.0422091972789116
"CL","BMS601","BMS941",0.00657,0.000512,171001,0.0232318495297806
"CL","BMS812","BMS941",0.018878,0.001107,106754,0.0461917223427332
"CL","AGLA232","HUJ246",0.00127,0.000244,143460,0.00862352662721894
"CL","BM4311","HUJ246",0.000458,9e-05,139340,0.00449255172413793
"CL","BMC4214","HUJ246",0.000908,0.000132,203097,0.00706361379310345
"CL","BMS1117","HUJ246",0.000352,0.000113,129857,0.00395358415841584
"CL","BMS1315","HUJ246",0.000802,0.000176,150412,0.00655547826086957
"CL","BMS1862","HUJ246",0.000458,0.000128,113057,0.00449255172413793
"CL","BMS2258","HUJ246",0.01181,0.000755,122341,0.0340707928388747
"CL","BMS510","HUJ246",0.005844,0.000379,216907,0.0217558811881188
"CL","BMS527","HUJ246",0.001272,0.000268,99973,0.00862352662721894
"CL","BMS601","HUJ246",0.000946,0.000167,159314,0.00721005405405405
"CL","BMS812","HUJ246",0.00068,0.000157,125560,0.00585526717557252
"CL","AGLA232","IL4",0.001996,0.000546,44456,0.0114632284263959
"CL","BM17132","IL4",0.000416,0.000203,41281,0.00430502752293578
"CL","BM1824","IL4",0.003526,0.00081,37333,0.0157830476190476
"CL","BM1862","IL4",0.006046,0.000551,102108,0.0221219417475728
"CL","BM2113","IL4",0.008926,0.001034,58869,0.0280460389972145
"CL","BM2830","IL4",0.008482,0.000714,62717,0.0271809545454545
"CL","BM4311","IL4",0.005352,0.001031,44575,0.0204645966101695
"CL","BM720","IL4",0.000102,5.5e-05,40413,0.0019176
"CL","BMS1172","IL4",0.005714,0.000551,89294,0.02148464
"CL","BMS1315","IL4",0.0037,0.000943,39854,0.016303125
"CL","BMS1747","IL4",0.000294,0.000123,64816,0.00379418181818182
"CL","BMS1857","IL4",0.012202,0.001434,46707,0.0346696624685139
"CL","BMS2258","IL4",0.002608,0.000566,31870,0.0131920358744395
"CL","BMS2639","IL4",0.013672,0.001559,37652,0.0369832517985611
"CL","BMS510","IL4",0.002166,0.000504,87700,0.0118249275362319
"CL","BMS812","IL4",0.00777,0.001153,34521,0.02632
"CL","BM1824","ILSTS102",0.005838,0.000349,77832,0.0217558811881188
"CL","BM2113","ILSTS102",0.017486,0.000485,115766,0.0438817066666667
"CL","BM4311","ILSTS102",0.010944,0.000508,105490,0.0326582857142857
"CL","BM4440","ILSTS102",0.002706,0.000189,101489,0.0134271578947368
"CL","BMC4214","ILSTS102",0.006414,0.000312,162484,0.0228955443037975
"CL","BMS1117","ILSTS102",0.008156,0.000339,91841,0.0267440930232558
"CL","BM1225","INRA037",0.017446,0.000925,150310,0.0438817066666667
"CL","BM1706","INRA037",0.00413,0.000475,122902,0.0175797735849057
"CL","BM17132","INRA037",0.00048,0.000133,100425,0.00456887394957983
"CL","BM1824","INRA037",0.003282,0.000518,81539,0.015043044534413
"CL","BM1862","INRA037",0.008286,0.00051,131472,0.0268580689655172
"CL","BM4311","INRA037",0.008882,0.000817,109244,0.0279857430167598
"CL","BM4440","INRA037",0.00679,0.000602,118810,0.0236392592592593
"CL","BM720","INRA037",0.000128,6e-05,99189,0.00229180952380952
"CL","BMS1074","INRA037",0.00274,0.000403,90971,0.0134379130434783
"CL","BMS1172","INRA037",0.013044,0.000614,168404,0.0359911980440098
"CL","BMS1716","INRA037",0.011306,0.000716,145049,0.0331795647668394
"CL","BMS1747","INRA037",0.003852,0.000416,141100,0.0165841832061069
"CL","BMS1857","INRA037",0.014796,0.001022,113222,0.0391973395784543
"CL","BMS1862","INRA037",0.002234,0.000345,92376,0.0119997714285714
"CL","BMS2639","INRA037",0,0,92174,0
"CL","BMS601","INRA037",0.00198,0.000316,138027,0.0114535384615385
"CL","BMS812","INRA037",0.007892,0.000731,82926,0.026587128358209
"CL","BMS941","INRA037",0.019998,0.000583,205353,0.0480975351812367
"CL","IL4","INRA037",0.005154,0.000595,87207,0.0200326597938144
"CL","BM1824","INRA133",0.011412,0.000537,180622,0.0332294845360825
"CL","BM2830","INRA133",0.006396,0.000243,253845,0.0228955443037975
"CL","BMS1074","INRA133",0.003054,0.00025,191971,0.0145354936708861
"CL","BMS1675","INRA133",0.000774,9.9e-05,292534,0.00637278832116788
"CL","BMS1862","INRA133",0.010792,0.000568,194137,0.0323260265251989
"CL","BMS601","INRA133",0.004238,0.000319,240116,0.017837552238806
"CL","HUJ246","INRA133",0.001828,0.000122,304530,0.0107395
"CL","AGLA232","INRA194",0.005772,0.00111,46937,0.0216306179401993
"CL","BM1225","INRA194",0,0,71150,0
"CL","BM1706","INRA194",0.014536,0.001195,56706,0.0388545213270142
"CL","BM1824","INRA194",0.014822,0.001819,31389,0.0391973395784543
"CL","BM4311","INRA194",0.003272,0.000798,46123,0.015043044534413
"CL","BM720","INRA194",0.00672,0.00128,39890,0.0235408695652174
"CL","BMS1315","INRA194",0.001172,0.00037,41155,0.0083571320754717
"CL","BMS1355","INRA194",0.000234,9.8e-05,83055,0.0032994
"CL","BMS1862","INRA194",0.015528,0.001881,37168,0.0402657103448276
"CL","BMS2639","INRA194",0.006252,0.001164,36886,0.0225311693290735
"CL","BMS812","INRA194",0.006152,0.001068,34660,0.0223133633440514
"CL","BMS941","INRA194",0.002106,0.000258,115312,0.0117555294117647
"CL","HUJ246","INRA194",0.003442,0.000382,112274,0.015486406374502
"CL","ILSTS102","RM372",0.01499,0.000533,70433,0.0394142657342657
"CL","BM1225","SPS115",0.013444,0.000467,158876,0.0367187215496368
"CL","BM1862","SPS115",5.6e-05,2.3e-05,146875,0.00140373333333333
"CL","BMS1001","SPS115",0.001226,0.000159,110374,0.00853659259259259
"CL","BMS1716","SPS115",0.001292,0.00013,152080,0.00862352662721894
"CL","BMS1857","SPS115",0.005536,0.000347,135971,0.0210966486486487
"CL","BMS2258","SPS115",0.0059,0.000384,118141,0.0218203278688525
"CL","BMS2639","SPS115",0.00398,0.000302,127169,0.0170701140684411
"CL","BMS510","SPS115",0.001644,0.000128,210699,0.0102579447513812
"CL","BMS527","SPS115",0.010372,0.000521,92541,0.0314505806451613
"CL","BMS812","SPS115",0.000142,5.8e-05,110034,0.00242690909090909
"CL","INRA037","SPS115",0.01143,0.000352,191875,0.0332294845360825
"CL","BM1225","TGLA122",0.011866,0.000829,118097,0.0340925801526718
"CL","BM17132","TGLA122",0.019804,0.001485,72575,0.0479267152034261
"CL","BM1824","TGLA122",0.00072,0.000219,58281,0.0060945671641791
"CL","BM1862","TGLA122",0.001286,0.000237,103017,0.00862352662721894
"CL","BM2830","TGLA122",0.00158,0.000244,107240,0.0100125842696629
"CL","BM4311","TGLA122",0.00942,0.000915,81988,0.029516
"CL","BMC4214","TGLA122",0.011354,0.000817,135220,0.0331795647668394
