"Population","Locus.1","Locus.2","p.value","std.err","switches","p.adj_herd"
"WAB","BM4107","BMS601",6e-06,6e-06,67307,2.11740614334471e-05
"WAB","BM4311","BMS601",0.000862,0.000237,69694,0.00174766274509804
"WAB","BM4440","BMS601",6.8e-05,6.8e-05,87836,0.000192635616438356
"WAB","BM711","BMS601",0.000646,0.00013,101746,0.00136041547861507
"WAB","BM720","BMS601",0,0,97012,0
"WAB","BMS1172","BMS601",0.001126,0.000163,110095,0.00220508333333333
"WAB","BMS1355","BMS601",3.2e-05,2.3e-05,120912,0.000100266666666667
"WAB","BMS1716","BMS601",0.000218,9.1e-05,60507,0.000525435897435897
"WAB","BMS1747","BMS601",0.002292,0.000353,62400,0.00417240845070423
"WAB","BMS1857","BMS601",0.020996,0.001093,48106,0.0289492426666667
"WAB","BMS1862","BMS601",0.011158,0.000811,71242,0.0169169677419355
"WAB","BMS2258","BMS601",0.003688,0.000394,100341,0.00628235914332784
"WAB","BMS410","BMS601",0.004844,0.000506,63887,0.00800111182108626
"WAB","BMS510","BMS601",3e-05,2.3e-05,120991,9.48623853211009e-05
"WAB","BMS527","BMS601",0,0,60930,0
"WAB","AGLA232","BMS812",0,0,84520,0
"WAB","BL1036","BMS812",0,0,93189,0
"WAB","BM1225","BMS812",0,0,179554,0
"WAB","BM1706","BMS812",0,0,123497,0
"WAB","BM17132","BMS812",0.000132,0.000126,101122,0.000337841584158416
"WAB","BM1824","BMS812",0,0,193130,0
"WAB","BM1862","BMS812",0,0,144949,0
"WAB","BM2113","BMS812",0,0,126058,0
"WAB","BM2830","BMS812",0,0,101414,0
"WAB","BM4107","BMS812",0,0,108564,0
"WAB","BM4311","BMS812",0,0,84042,0
"WAB","BM4440","BMS812",0,0,126755,0
"WAB","BM711","BMS812",0,0,135108,0
"WAB","BM720","BMS812",0,0,118047,0
"WAB","BMC4214","BMS812",3.6e-05,2.3e-05,246916,0.000110785714285714
"WAB","BMS1001","BMS812",0,0,159170,0
"WAB","BMS1074","BMS812",0,0,134402,0
"WAB","BMS1117","BMS812",0,0,194519,0
"WAB","BMS1172","BMS812",2.8e-05,2.1e-05,148254,8.99130434782609e-05
"WAB","BMS1315","BMS812",3e-04,8.1e-05,131163,0.000689333333333333
"WAB","BMS1355","BMS812",5.6e-05,5.6e-05,163726,0.00016544
"WAB","BMS1716","BMS812",0,0,112454,0
"WAB","BMS1747","BMS812",0,0,81720,0
"WAB","BMS1857","BMS812",0.000692,0.000153,100723,0.00143969416498994
"WAB","BMS1862","BMS812",0,0,93824,0
"WAB","BMS2258","BMS812",0,0,173125,0
"WAB","BMS2639","BMS812",0.002986,0.000174,224503,0.00523309152542373
"WAB","BMS410","BMS812",0,0,113155,0
"WAB","BMS510","BMS812",7e-05,4.1e-05,180165,0.000197220708446866
"WAB","BMS527","BMS812",0,0,94041,0
"WAB","BMS528","BMS812",0.014986,0.000533,178256,0.0216016713091922
"WAB","BMS601","BMS812",0,0,97288,0
"WAB","AGLA232","BMS941",1.4e-05,1.4e-05,171051,4.71530944625407e-05
"WAB","BL1036","BMS941",0.016848,0.000554,184321,0.0239297142857143
"WAB","BM1225","BMS941",0.00102,0.000119,270467,0.00202433781190019
"WAB","BM1706","BMS941",0.00162,0.000153,211681,0.00306230347349177
"WAB","BM17132","BMS941",4.8e-05,1.6e-05,190101,0.000143860869565217
"WAB","BM1824","BMS941",0.000576,7.1e-05,285317,0.00123054545454545
"WAB","BM1862","BMS941",0.000938,0.000123,243512,0.00187963565891473
"WAB","BM2113","BMS941",0.000592,8.3e-05,210923,0.0012569363449692
"WAB","BM2830","BMS941",0.011744,0.00051,191439,0.0175570809248555
"WAB","BM4107","BMS941",0.001784,0.000154,203874,0.00332970397111913
"WAB","BM4311","BMS941",0.007476,0.000389,166504,0.0118743225806452
"WAB","BM4440","BMS941",2e-04,4.9e-05,215542,0.000488888888888889
"WAB","BM720","BMS941",9e-05,3.3e-05,219113,0.000244251968503937
"WAB","BMS1074","BMS941",0.00221,0.000186,232989,0.00405166666666667
"WAB","BMS1117","BMS941",0.002592,0.000146,279750,0.00462889119170984
"WAB","BMS1172","BMS941",0.025784,0.000453,250918,0.0343565154639175
"WAB","BMS1716","BMS941",1.2e-05,1.2e-05,214757,4.12225913621262e-05
"WAB","BMS1747","BMS941",0.001004,0.000141,168527,0.00199641538461538
"WAB","BMS1857","BMS941",0.00049,9.9e-05,190232,0.00107116279069767
"WAB","BMS1862","BMS941",0.003018,0.000253,189696,0.00527130405405405
"WAB","BMS2258","BMS941",0.004216,0.00024,265748,0.00706538735818477
"WAB","BMS2639","BMS941",0.000582,5.6e-05,310744,0.0012408
"WAB","BMS410","BMS941",0.002776,0.000187,199593,0.00490663931623932
"WAB","BMS510","BMS941",0.003546,0.000196,270316,0.00608053731343284
"WAB","BMS527","BMS941",0.002272,0.000193,181729,0.0041506148409894
"WAB","BMS528","BMS941",0.017932,0.000314,265020,0.0252296
"WAB","BMS601","BMS941",0.003048,0.000166,147081,0.00530577777777778
"WAB","BMS812","BMS941",3e-05,1.6e-05,245701,9.48623853211009e-05
"WAB","BL1036","HUJ246",0.036288,0.000868,109099,0.0473162572509458
"WAB","BM1225","HUJ246",0.011136,0.000418,207754,0.0169114419970631
"WAB","BM17132","HUJ246",0.020998,0.00068,116636,0.0289492426666667
"WAB","BM1824","HUJ246",0.01167,0.000388,227784,0.0174880869565217
"WAB","BM2113","HUJ246",0.022512,0.000629,145899,0.0307495482166447
"WAB","BM2830","HUJ246",0.014374,0.000538,118844,0.0209334028169014
"WAB","BM4311","HUJ246",0.011296,0.000388,94104,0.0171011185944363
"WAB","BM720","HUJ246",0.004246,0.000275,149666,0.00710414886731392
"WAB","BMS1001","HUJ246",0.01175,0.000328,169513,0.0175570809248555
"WAB","BMS1074","HUJ246",0.00945,0.000364,161654,0.0146243766816143
"WAB","BMS1117","HUJ246",0.002422,0.000174,218729,0.00438589842381786
"WAB","BMS1716","HUJ246",0.01962,0.00059,138333,0.0273042799461642
"WAB","BMS1747","HUJ246",0.009614,0.000427,98979,0.0148150163934426
"WAB","BMS1857","HUJ246",0.01881,0.000661,116282,0.0263852140921409
"WAB","BMS1862","HUJ246",0.003824,0.00025,113527,0.00645701794453507
"WAB","BMS2258","HUJ246",0.002376,0.000208,201424,0.00431014736842105
"WAB","BMS2639","HUJ246",0.006594,0.000205,278649,0.010538170015456
"WAB","BMS528","HUJ246",0.034192,0.000371,178422,0.04469598988622
"WAB","BMS812","HUJ246",0.023022,0.000645,182641,0.0311988833551769
"WAB","BMS941","HUJ246",0.0196,0.000376,262807,0.0273042799461642
"WAB","AGLA232","IL4",0.006508,0.00053,65655,0.0104168297213622
"WAB","BL1036","IL4",0.020336,0.000851,89480,0.0281491619812584
"WAB","BM1824","IL4",0.019248,0.000705,150308,0.0268951783783784
"WAB","BM1862","IL4",7.6e-05,4.6e-05,116910,0.000211247311827957
"WAB","BM2113","IL4",0.03247,0.001124,98309,0.0426607115628971
"WAB","BM2830","IL4",0.033684,0.001435,69885,0.0441995634517766
"WAB","BM4107","IL4",0.000286,0.000112,82031,0.000663058295964126
"WAB","BM4311","IL4",0.001112,0.000147,76297,0.00218179886148008
"WAB","BM720","IL4",0.002432,0.000261,124536,0.00439630769230769
"WAB","BMS1001","IL4",0.01496,0.000407,231865,0.0216016713091922
"WAB","BMS1117","IL4",0.002152,0.000176,137506,0.00396643137254902
"WAB","BMS1747","IL4",0.000384,0.000111,76953,0.000863165217391304
"WAB","BMS1857","IL4",0.006042,0.000474,60823,0.00973119626168224
"WAB","BMS1862","IL4",0.0281,0.000961,93035,0.0372505128205128
"WAB","BMS410","IL4",0.00433,0.000378,71758,0.0072329886914378
"WAB","BMS527","IL4",0.022628,0.001093,68850,0.0308265507246377
"WAB","BMS601","IL4",0.021214,0.00086,91569,0.02916925
"WAB","BMS812","IL4",0.022952,0.000934,124753,0.0311855485564304
"WAB","BMS941","IL4",0.034534,0.000522,206570,0.0450860555555556
"WAB","AGLA232","ILSTS102",0,0,200688,0
"WAB","BL1036","ILSTS102",0.014108,0.000533,208530,0.0206040564971751
"WAB","BM1225","ILSTS102",0,0,288002,0
"WAB","BM1706","ILSTS102",9.8e-05,3.7e-05,239917,0.000262518134715026
"WAB","BM1824","ILSTS102",1.6e-05,1e-05,297963,5.37142857142857e-05
"WAB","BM1862","ILSTS102",0.00172,0.00012,262798,0.00322188405797101
"WAB","BM2113","ILSTS102",2e-06,2e-06,244924,7.33333333333333e-06
"WAB","BM2830","ILSTS102",3.8e-05,2.5e-05,217233,0.000116248520710059
"WAB","BM4107","ILSTS102",0.000216,4.4e-05,229629,0.000521831775700935
"WAB","BM4440","ILSTS102",0.000202,4e-05,243466,0.000491454117647059
"WAB","BM720","ILSTS102",8e-05,2.5e-05,240152,0.000220586666666667
"WAB","BMS1001","ILSTS102",0.004932,0.000219,266815,0.00813347368421053
"WAB","BMS1117","ILSTS102",0.000136,4.2e-05,297245,0.000344666666666667
"WAB","BMS1172","ILSTS102",0.026338,0.000507,259042,0.0350044884318766
"WAB","BMS1716","ILSTS102",0.01942,0.000542,232037,0.0270988933873144
"WAB","BMS1747","ILSTS102",2.6e-05,2.4e-05,198663,8.40125e-05
"WAB","BMS1862","ILSTS102",0.000358,8.1e-05,211136,0.000811780701754386
"WAB","BMS2258","ILSTS102",0.00026,5.4e-05,282767,0.000608235294117647
"WAB","BMS2639","ILSTS102",0.013578,0.000305,320418,0.019969125
"WAB","BMS410","ILSTS102",0.00127,0.000127,233812,0.00246375234521576
"WAB","BMS510","ILSTS102",0.006106,0.000259,288137,0.00980373291925466
"WAB","BMS527","ILSTS102",0.00282,0.000209,212717,0.00496742759795571
"WAB","BMS601","ILSTS102",0.018974,0.000515,208910,0.0265481948579161
"WAB","BMS812","ILSTS102",2e-06,2e-06,265969,7.33333333333333e-06
"WAB","BMS941","ILSTS102",0.023108,0.000421,329209,0.0312744397905759
"WAB","AGLA232","INRA037",0,0,44308,0
"WAB","BL1036","INRA037",0,0,48861,0
"WAB","BM1225","INRA037",0,0,98911,0
"WAB","BM1706","INRA037",0,0,66036,0
"WAB","BM17132","INRA037",0,0,50995,0
"WAB","BM1824","INRA037",0.000564,0.000142,108256,0.00120740372670807
"WAB","BM1862","INRA037",0,0,76519,0
"WAB","BM2113","INRA037",0,0,68415,0
"WAB","BM2830","INRA037",0.00016,8.4e-05,53591,0.000403512195121951
"WAB","BM4107","INRA037",0,0,57155,0
"WAB","BM4311","INRA037",0,0,45533,0
"WAB","BM4440","INRA037",0,0,67804,0
"WAB","BM711","INRA037",0,0,85612,0
"WAB","BM720","INRA037",0,0,61000,0
"WAB","BMS1074","INRA037",0,0,70657,0
"WAB","BMS1117","INRA037",0,0,112429,0
"WAB","BMS1172","INRA037",0.02705,0.001148,79307,0.035904621309371
"WAB","BMS1315","INRA037",0.01136,0.000839,79167,0.017147795620438
"WAB","BMS1355","INRA037",3.4e-05,2.2e-05,98185,0.00010525748502994
"WAB","BMS1716","INRA037",0,0,58320,0
"WAB","BMS1747","INRA037",2.8e-05,2.8e-05,42865,8.99130434782609e-05
"WAB","BMS1857","INRA037",0,0,50733,0
"WAB","BMS1862","INRA037",0.000404,0.000188,51493,0.000904190476190476
"WAB","BMS2258","INRA037",5.2e-05,5.2e-05,95032,0.000154505747126437
"WAB","BMS2639","INRA037",0.00067,0.000105,131941,0.00140238866396761
"WAB","BMS410","INRA037",0.013236,0.00109,59466,0.0196074842406877
"WAB","BMS510","INRA037",0,0,102480,0
"WAB","BMS527","INRA037",0,0,49633,0
"WAB","BMS528","INRA037",0.01718,0.000638,90795,0.0242679234972678
"WAB","BMS601","INRA037",0,0,48575,0
"WAB","BMS812","INRA037",0,0,78109,0
"WAB","BMS941","INRA037",9.6e-05,4.2e-05,160230,0.000257828571428571
"WAB","HUJ246","INRA037",0.00925,0.000414,92364,0.0143611111111111
"WAB","IL4","INRA037",0.011548,0.000812,59622,0.0173555697674419
"WAB","ILSTS102","INRA037",0.025694,0.000944,195879,0.0342807690322581
"WAB","AGLA232","INRA133",0,0,74235,0
"WAB","BL1036","INRA133",0.002932,0.000353,81020,0.00514717826825127
"WAB","BM1225","INRA133",0,0,152193,0
"WAB","BM1706","INRA133",0,0,106206,0
"WAB","BM17132","INRA133",4e-06,4e-06,85069,1.4411149825784e-05
"WAB","BM1824","INRA133",0,0,160750,0
"WAB","BM1862","INRA133",0,0,124887,0
"WAB","BM2113","INRA133",0,0,106872,0
"WAB","BM2830","INRA133",0,0,88097,0
"WAB","BM4107","INRA133",0,0,95164,0
"WAB","BM4311","INRA133",0.004506,0.000604,73250,0.00751484516129032
"WAB","BM4440","INRA133",0,0,108810,0
"WAB","BM711","INRA133",0.00023,8.1e-05,117774,0.000546712643678161
"WAB","BM720","INRA133",0,0,103089,0
"WAB","BMC4214","INRA133",0.015,5e-04,211498,0.0216016713091922
"WAB","BMS1001","INRA133",1.4e-05,8e-06,134596,4.71530944625407e-05
"WAB","BMS1074","INRA133",3e-04,7.4e-05,114055,0.000689333333333333
"WAB","BMS1117","INRA133",0,0,163576,0
"WAB","BMS1315","INRA133",0.022404,0.000927,111967,0.0306425079365079
"WAB","BMS1355","INRA133",0.033756,0.000963,143120,0.0442379011406844
"WAB","BMS1716","INRA133",0.005234,0.000559,96832,0.00857679239302694
"WAB","BMS1747","INRA133",0,0,72512,0
"WAB","BMS1857","INRA133",0.000178,7e-05,84679,0.000440315789473684
"WAB","BMS1862","INRA133",0,0,84883,0
"WAB","BMS2258","INRA133",1.2e-05,1.2e-05,146922,4.12225913621262e-05
"WAB","BMS2639","INRA133",0.008038,0.000375,183927,0.0126503683409437
"WAB","BMS410","INRA133",0.000206,0.00015,95096,0.000500009389671362
"WAB","BMS510","INRA133",0.024376,0.000777,152006,0.032606447606727
"WAB","BMS527","INRA133",0,0,82357,0
"WAB","BMS528","INRA133",0.02063,0.000643,143068,0.0285179411764706
"WAB","BMS812","INRA133",0,0,126365,0
"WAB","BMS941","INRA133",6e-04,9.4e-05,211341,0.00127131147540984
"WAB","HUJ246","INRA133",0.022052,0.000615,146024,0.0302410716180371
"WAB","IL4","INRA133",0.030188,0.001152,97442,0.0398142755102041
"WAB","ILSTS102","INRA133",1.4e-05,1.4e-05,245072,4.71530944625407e-05
"WAB","INRA037","INRA133",0,0,68449,0
"WAB","AGLA232","INRA194",0,0,94481,0
"WAB","BL1036","INRA194",0.00284,0.000352,100694,0.00499414965986395
"WAB","BM1225","INRA194",0.000162,5.8e-05,182255,0.000406572815533981
"WAB","BM1706","INRA194",0,0,130458,0
"WAB","BM17132","INRA194",0.023742,0.000813,106609,0.0320445632333768
"WAB","BM1824","INRA194",2e-04,4.9e-05,197974,0.000488888888888889
"WAB","BM1862","INRA194",0.000414,9.4e-05,153099,0.000922577586206896
"WAB","BM2113","INRA194",0.000122,7e-05,131999,0.00031537
"WAB","BM2830","INRA194",1e-05,8e-06,110569,3.45819397993311e-05
"WAB","BM4107","INRA194",0.000504,0.000131,119083,0.00109228392484342
"WAB","BM4311","INRA194",0.012614,0.000816,91690,0.0187937694524496
"WAB","BM4440","INRA194",0.000202,0.000115,134366,0.000491454117647059
"WAB","BM711","INRA194",0.001712,0.000201,134135,0.00321271869328494
"WAB","BM720","INRA194",0.000178,6e-05,129402,0.000440315789473684
"WAB","BMS1001","INRA194",4e-06,4e-06,162871,1.4411149825784e-05
"WAB","BMS1117","INRA194",0.008384,0.000378,197624,0.0131349333333333
"WAB","BMS1315","INRA194",0.005962,0.000331,132735,0.00963235625
"WAB","BMS1355","INRA194",0.017934,0.000492,167920,0.0252296
"WAB","BMS1747","INRA194",0,0,92595,0
"WAB","BMS1857","INRA194",0.024862,0.000819,106745,0.0332135762273902
"WAB","BMS1862","INRA194",0.000258,9.1e-05,106692,0.000604925170068027
"WAB","BMS2258","INRA194",0.000224,6.4e-05,179381,0.000536148148148148
"WAB","BMS410","INRA194",7e-05,4.7e-05,118384,0.000197220708446866
"WAB","BMS527","INRA194",0,0,103065,0
"WAB","BMS812","INRA194",0.000118,3.9e-05,155491,0.000307335012594458
"WAB","IL4","INRA194",0.019728,0.000641,138037,0.0274141852348993
"WAB","ILSTS102","INRA194",0.005558,0.00021,260375,0.00905034960629921
"WAB","INRA037","INRA194",0.013462,0.000844,86531,0.0199118857142857
"WAB","INRA133","INRA194",6.6e-05,4.7e-05,131886,0.000188519337016575
"WAB","AGLA232","RM372",0,0,69546,0
"WAB","BM1225","RM372",0.001798,0.000272,146309,0.00334978738738739
"WAB","BM1706","RM372",5.8e-05,4.7e-05,101215,0.000169412429378531
"WAB","BM1824","RM372",0.00088,0.000143,155860,0.0017771875
"WAB","BM1862","RM372",9.2e-05,4.4e-05,119179,0.000249026178010471
"WAB","BM2113","RM372",0.000382,0.000111,101444,0.000860540305010893
"WAB","BM2830","RM372",0,0,82990,0
"WAB","BM4107","RM372",0,0,89955,0
"WAB","BM4440","RM372",3e-05,3e-05,104266,9.48623853211009e-05
"WAB","BM720","RM372",1.4e-05,1.1e-05,98368,4.71530944625407e-05
"WAB","BMS1001","RM372",5.8e-05,4e-05,128367,0.000169412429378531
"WAB","BMS1117","RM372",0.003602,0.000306,159142,0.00615614545454545
"WAB","BMS1172","RM372",0.030464,0.000959,117304,0.0401271031847134
"WAB","BMS1355","RM372",0.014426,0.000617,137768,0.0209795836849508
"WAB","BMS1716","RM372",0.011442,0.000818,92126,0.0172463965014577
"WAB","BMS1747","RM372",0,0,69040,0
"WAB","BMS1862","RM372",0,0,80273,0
"WAB","BMS2258","RM372",0.000354,9.1e-05,142027,0.000804474725274725
"WAB","BMS410","RM372",0.000428,0.000101,90324,0.000947648822269807
"WAB","BMS510","RM372",0.009682,0.000513,146338,0.0148976011904762
"WAB","BMS527","RM372",0.000164,0.000122,78158,0.000410595641646489
"WAB","BMS601","RM372",0.013564,0.000897,84915,0.019969125
"WAB","BMS812","RM372",0.00024,0.000138,120980,0.000567871853546911
"WAB","BMS941","RM372",0.015954,0.000564,203795,0.0228482493074792
"WAB","INRA133","RM372",0.00059,0.000143,101988,0.00125526748971193
"WAB","INRA194","RM372",0.00041,9.3e-05,125911,0.000915637149028078
"WAB","AGLA232","SPS115",0,0,99062,0
"WAB","BL1036","SPS115",0,0,108587,0
"WAB","BM1225","SPS115",0,0,197695,0
"WAB","BM1706","SPS115",0,0,141197,0
"WAB","BM17132","SPS115",0.001702,0.000247,114376,0.00319976
"WAB","BM1824","SPS115",0.000152,5e-05,209796,0.000384273838630807
"WAB","BM1862","SPS115",0,0,164713,0
"WAB","BM2113","SPS115",0.002482,0.000236,141651,0.00445553472222222
"WAB","BM2830","SPS115",0,0,117462,0
"WAB","BM4107","SPS115",0,0,126802,0
"WAB","BM4311","SPS115",2.4e-05,2.4e-05,97666,7.80377358490566e-05
"WAB","BM4440","SPS115",0,0,144250,0
"WAB","BM711","SPS115",0.014698,0.000761,148114,0.0213151921458626
"WAB","BM720","SPS115",0,0,136153,0
"WAB","BMC4214","SPS115",0.004804,0.000202,260562,0.00796047435897436
"WAB","BMS1001","SPS115",8.8e-05,7.1e-05,174133,0.000240084432717678
"WAB","BMS1074","SPS115",0.013596,0.000711,151282,0.019969125
"WAB","BMS1117","SPS115",0.00313,0.000264,211007,0.00543936134453782
"WAB","BMS1172","SPS115",6e-05,4.7e-05,165177,0.000174269662921348
"WAB","BMS1315","SPS115",6e-05,4.4e-05,143711,0.000174269662921348
"WAB","BMS1355","SPS115",4e-06,3e-06,177757,1.4411149825784e-05
"WAB","BMS1716","SPS115",0,0,129920,0
"WAB","BMS1747","SPS115",0,0,96938,0
"WAB","BMS1857","SPS115",0.000106,4.3e-05,114955,0.00027889058524173
"WAB","BMS1862","SPS115",0,0,109030,0
"WAB","BMS2258","SPS115",0,0,191489,0
"WAB","BMS410","SPS115",2.4e-05,2.4e-05,127597,7.80377358490566e-05
"WAB","BMS510","SPS115",0.000128,5.2e-05,196986,0.000329233830845771
"WAB","BMS527","SPS115",0,0,109743,0
"WAB","BMS528","SPS115",0.037624,0.000754,190194,0.0489964937027708
"WAB","BMS601","SPS115",0,0,102083,0
"WAB","BMS812","SPS115",0,0,166719,0
"WAB","BMS941","SPS115",0.016972,0.000504,260506,0.0240397917808219
"WAB","IL4","SPS115",0.013576,0.00063,115948,0.019969125
"WAB","ILSTS102","SPS115",0.00116,0.000102,279248,0.00226737240075614
"WAB","INRA037","SPS115",6e-06,6e-06,91722,2.11740614334471e-05
"WAB","INRA133","SPS115",0.002666,0.000293,141471,0.00473650171821306
"WAB","INRA194","SPS115",0.004798,0.000342,169543,0.00796047435897436
"WAB","RM372","SPS115",5.2e-05,4.1e-05,136208,0.000154505747126437
"WAB","AGLA232","TGLA122",0.005922,0.000329,191248,0.00958270422535211
"WAB","BL1036","TGLA122",0.010624,0.000366,202543,0.0162503195266272
"WAB","BM1225","TGLA122",0.023868,0.000471,282399,0.03213478125
"WAB","BM1706","TGLA122",0.003772,0.000222,230465,0.00640434811165846
"WAB","BM17132","TGLA122",0.013226,0.000398,208060,0.0196074842406877
"WAB","BM1862","TGLA122",0.000284,4.8e-05,255779,0.000659901123595506
"WAB","BM2830","TGLA122",0.032438,0.000728,207121,0.0426607115628971
"WAB","BM4107","TGLA122",0.00073,9.8e-05,220611,0.00151570281124498
"WAB","BM4311","TGLA122",0,0,187626,0
"WAB","BM4440","TGLA122",0.002572,0.000189,234975,0.00460112110726644
"WAB","BM720","TGLA122",2.6e-05,1.7e-05,234509,8.40125e-05
"WAB","BMC4214","TGLA122",0.00378,0.000152,334704,0.00640740983606557
"WAB","BMS1172","TGLA122",0.003016,0.000223,258849,0.00527130405405405
"WAB","BMS1716","TGLA122",0.000242,5.4e-05,227476,0.000569995444191344
"WAB","BMS1747","TGLA122",0.005832,3e-04,189170,0.00945186206896552
"WAB","BMS1857","TGLA122",0.012744,0.000378,208375,0.0189601381294964
"WAB","BMS2258","TGLA122",0.001232,0.000134,277546,0.00239452631578947
"WAB","BMS410","TGLA122",0.014516,0.000453,219430,0.0210808202247191
"WAB","BMS527","TGLA122",0,0,202531,0
"WAB","BMS812","TGLA122",0.000832,8.7e-05,259578,0.00170017391304348
"WAB","INRA194","TGLA122",0.015432,0.00045,262487,0.0221620666666667
"WAB","SPS115","TGLA122",0.000338,5.5e-05,272908,0.000771505518763797
"WAB","AGLA232","TGLA44",0,0,47299,0
"WAB","BL1036","TGLA44",0,0,53300,0
"WAB","BM1225","TGLA44",0,0,109052,0
"WAB","BM1706","TGLA44",0,0,72504,0
"WAB","BM17132","TGLA44",0.000544,0.000251,56151,0.00116943035343035
"WAB","BM1824","TGLA44",0,0,122131,0
"WAB","BM1862","TGLA44",0,0,84130,0
"WAB","BM2113","TGLA44",0,0,76003,0
"WAB","BM2830","TGLA44",0,0,57581,0
"WAB","BM4107","TGLA44",0,0,61295,0
"WAB","BM4311","TGLA44",0,0,49258,0
"WAB","BM4440","TGLA44",0,0,74941,0
"WAB","BM711","TGLA44",0.00013,8.2e-05,91364,0.000333548387096774
"WAB","BM720","TGLA44",0,0,65313,0
"WAB","BMC4214","TGLA44",0.002708,0.000245,174923,0.0048028679245283
"WAB","BMS1001","TGLA44",0,0,100704,0
"WAB","BMS1074","TGLA44",0.000436,0.000163,77958,0.000961245202558635
"WAB","BMS1117","TGLA44",0,0,125152,0
"WAB","BMS1172","TGLA44",0.000194,6.4e-05,89357,0.000477609523809524
"WAB","BMS1315","TGLA44",0.00017,7.3e-05,86334,0.000422548076923077
"WAB","BMS1355","TGLA44",0,0,106615,0
"WAB","BMS1716","TGLA44",0,0,63492,0
"WAB","BMS1747","TGLA44",0,0,45940,0
"WAB","BMS1857","TGLA44",0.000224,0.000117,56218,0.000536148148148148
"WAB","BMS1862","TGLA44",0,0,55011,0
"WAB","BMS2258","TGLA44",0,0,104963,0
"WAB","BMS2639","TGLA44",0.016354,0.000585,149014,0.0233241875862069
"WAB","BMS410","TGLA44",0,0,65928,0
"WAB","BMS510","TGLA44",1.4e-05,1.4e-05,113634,4.71530944625407e-05
"WAB","BMS527","TGLA44",0,0,53272,0
"WAB","BMS528","TGLA44",0.008728,0.000416,104848,0.0135914939759036
"WAB","BMS601","TGLA44",0,0,88705,0
"WAB","BMS812","TGLA44",0,0,84541,0
"WAB","BMS941","TGLA44",0.000492,8.9e-05,175220,0.00107326582278481
"WAB","HUJ246","TGLA44",0.001764,0.00018,107017,0.00329832911392405
"WAB","IL4","TGLA44",0.004728,0.000428,81833,0.00785972990353698
"WAB","ILSTS102","TGLA44",0.000506,9.8e-05,203759,0.00109228392484342
"WAB","INRA037","TGLA44",0,0,44877,0
"WAB","INRA133","TGLA44",0,0,76657,0
"WAB","INRA194","TGLA44",0,0,96893,0
"WAB","RM372","TGLA44",0.00036,0.000135,71969,0.000814529540481401
"WAB","SPS115","TGLA44",0,0,101655,0
"WAB","TGLA122","TGLA44",2.2e-05,1.1e-05,193497,7.2215873015873e-05
"WAB","BM1225","TGLA53",0.011138,0.000362,271619,0.0169114419970631
"WAB","BM1706","TGLA53",0.010604,0.000451,211933,0.0162503195266272
"WAB","BM1862","TGLA53",0.013044,0.000483,242693,0.0193785862068966
"WAB","BM2113","TGLA53",0.016204,0.000472,210794,0.0231421767955801
"WAB","BM4107","TGLA53",0.000122,4.1e-05,204169,0.00031537
"WAB","BM4311","TGLA53",0.008218,0.000422,166291,0.0128944036418816
"WAB","BM4440","TGLA53",6.8e-05,3.4e-05,215607,0.000192635616438356
"WAB","BM711","TGLA53",0.007904,0.000379,207215,0.0124584390243902
"WAB","BM720","TGLA53",0.000688,0.000107,219644,0.00143425806451613
"WAB","BMC4214","TGLA53",4e-06,3e-06,312823,1.4411149825784e-05
"WAB","BMS1074","TGLA53",0.001976,0.00013,232861,0.00365506976744186
"WAB","BMS1117","TGLA53",0.009008,0.000318,279422,0.0140064240601504
"WAB","BMS1172","TGLA53",0.000106,2.6e-05,250479,0.00027889058524173
"WAB","BMS1315","TGLA53",0.003546,0.000257,203570,0.00608053731343284
"WAB","BMS1355","TGLA53",0.007784,3e-04,259872,0.0123068134556575
"WAB","BMS1716","TGLA53",0.000674,9.2e-05,214191,0.00140791111111111
"WAB","BMS2258","TGLA53",0.001168,0.00011,265214,0.00227870188679245
"WAB","BMS527","TGLA53",0.002652,0.000182,181228,0.00471973838209983
"WAB","BMS812","TGLA53",8.6e-05,2.9e-05,245856,0.000235248677248677
"WAB","INRA133","TGLA53",0.015712,0.000545,211050,0.0225328821081831
"WAB","SPS115","TGLA53",0.004842,0.000221,261097,0.00800111182108626
"WAB","TGLA122","TGLA53",0.00345,0.000135,333975,0.00595542570951586
"WAB","TGLA44","TGLA53",0.002444,0.000203,174539,0.00441028970331588
"WAB","AGLA232","URB011",0.005462,0.000672,40763,0.00892212954186414
"WAB","BM17132","URB011",0.000852,0.000206,48563,0.00173418897637795
"WAB","BM2113","URB011",0.00042,0.000117,66396,0.000933935483870968
"WAB","BM4107","URB011",0.021108,0.00134,46726,0.0290621464713715
"WAB","BM711","URB011",0.005556,0.000408,75503,0.00905034960629921
"WAB","BMS1315","URB011",0.037736,0.000964,69450,0.0490805333333333
"WAB","BMS1747","URB011",0.005256,0.00073,38539,0.00859921518987342
"WAB","BMS1857","URB011",0.00458,0.000605,48238,0.00762595813204509
"WAB","BMS812","URB011",0.022148,0.001185,62234,0.0303324927152318
"WAB","INRA037","URB011",0.006004,0.000783,36671,0.00968507956318253
"WAB","INRA133","URB011",0.000426,0.000129,66109,0.000945244635193133
"WBNPHC","BM1706","BMS601",0.00012,0.000116,16413,0.03528
"WBNPHC","BMS2258","BMS601",0,0,13330,0
"WBNPHC","BMS1857","IL4",0,0,4866,0
